
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
objective_grant_educationreformprogram_description  Un grup cunoscut desfășoară un experiment social la scară largă, despre efectele educației asupra ratei de recidivă a deţinuţilor. Pregătește niște săli de clasă și începe educarea deţinuţilor tăi.
objective_grant_educationreformprogram_research     Deblochează Educație prin Birocrație
objective_grant_educationreformprogram_classroom    Construiește o Sală De Clasă
objective_grant_educationreformprogram_desks        Construiește douăzeci de Bănci Școlare
objective_grant_educationreformprogram_foundationed Pune zece deţinuţi să treacă prin Cursul De Educație Fundamentală
objective_grant_educationreformprogram_generaled    Pune un deţinut să treacă prin Cursul De Educație Generală

objective_grant_prisonlabour                        Facilități De Fabricare În Închisoare
objective_grant_prisonlabour_description            Niște finanțatori doresc să îți crești profitabilitatea închisorii și sunt dispuși să investeacă în construcția unor ateliere care îți vor transforma deţinuţii într-o forță de muncă.
objective_grant_prisonlabour_workshop               Construiește un Atelier
objective_grant_prisonlabour_saw                    Construiește două fierăstraie mecanice
objective_grant_prisonlabour_press                  Construiește două prese mecanice
objective_grant_prisonlabour_reform                 Pune cinci deţinuţi să treacă prin Cursul De Siguranță În Atelier
objective_grant_prisonlabour_plates                 Să produci 30 de plăcuțe de înmatriculare

objective_grant_furnituremanufacturing              Program Ucenicie Tâmplar
objective_grant_furnituremanufacturing_description  Prin a oferi cursuri de tâmplărie deţinuţilor tăi, îi poți învăța o meserie valoroasă pe care o pot folosi când sunt eliberați. Deasemenea, vor putea produce mobilă de calitate în atelierele tale, pe care o poți vinde să îți crești venitul.
objective_grant_furnituremanufacturing_forestry     Construiește o Silvicultură
objective_grant_furnituremanufacturing_table        Construiește două mese pentru tâmplari
objective_grant_furnituremanufacturing_reform       Pune doi deţinuţi să treacă prin cursul de tâmplărie
objective_grant_furnituremanufacturing_bed          Să produci zece Paturi Superioare

objective_grant_reducestaffstress                   Inițiativă Pentru Bunăstarea Personalului
objective_grant_reducestaffstress_description       Sindicate pentru angajați ai închisorilor au primit rapoarte în care personalul este atât de stresat și epuizat încât au început să facă greșeli. Asigură-te că astfel de probleme nu vor avea loc în închisoarea ta.
objective_grant_reducestaffstress_staffroom         Construiește o Cameră Pentru Personal
objective_grant_reducestaffstress_freeguards        Să ai cel puțin cinci paznici care nu au sarcini desemnate
objective_grant_reducestaffstress_restedstaff       Asigură-te că personalul tău nu este epuizat

objective_grant_shortterminvestment                 Investiție pe Termen Scurt
objective_grant_shortterminvestment_description     Bagă bani într-un fond de investiții din care, cu timpul, vei putea retrage o sumă mai mare.
objective_grant_shortterminvestment_wait            Așteaptă fonduri...

objective_grant_longterminvestment                  Investiție pe Termen Lung
objective_grant_longterminvestment_description      Bagă bani într-un fond de investiții pe termen lung din care, cu timpul, vei putea retrage o sumă mult mai mare.
objective_grant_longterminvestment_wait             Așteaptă fonduri...

objective_grant_cellblock50                         Bloc De Celule B
objective_grant_cellblock50_description             A venit timpul să ne extindem închisoarea, dincolo de o simplă clădire de detenție.
objective_grant_cellblock50_cells                   Crește valoarea de Capacitate Deţinuţi la 50

objective_grant_cellblock100                        Bloc De Celule C
objective_grant_cellblock100_description            Profită de pământul tău prin extinderea închisorii.
objective_grant_cellblock100_cells                  Crește valoarea de Capacitate Deţinuţi la 100

objective_grant_cellblock200                        Bloc De Celule D
objective_grant_cellblock200_description            Mai mulți deţinuţi înseamnă mai multe fonduri de la guvern. Mărește-ți capacitatea pentru a profita de asta.
objective_grant_cellblock200_cells                  Crește valoarea de Capacitate Deţinuţi la 200

objective_grant_cellblock500                        Bloc De Celule E
objective_grant_cellblock500_description            Guvernul oferă multe stimulente financiare celor mai mari închisori. A venit timpul să lucrăm spre acest scop.
objective_grant_cellblock500_cells                  Crește valoarea de Capacitate Deţinuţi la 500

objective_grant_nutritionresearch                   Cercetare Nutriție Deţinuţi
objective_grant_nutritionresearch_description       Un grup de cercetare privat ne oferă fonduri pentru a participa într-un studiu asupra efectelor obiceiurilor alimentare ale mai multor deţinuţi.
objective_grant_nutritionresearch_poor              Servește o singură masă de calitate și varietate scăzută, timp de două zile
objective_grant_nutritionresearch_good              Servește trei mese de varietate și calitate ridicată, timp de două zile

objective_grant_drugsearch                          Rezolvă Problema Drogurilor
objective_grant_drugsearch_description              În ultimul timp, au început să fie exprimate tot mai multe griji în privința consumului de droguri, în închisori mari. Ia măsuri pro-active și demonstrează că te ocupi de problemă.
objective_grant_drugsearch_find                     Găsește zece narcotice ilegale

objective_grant_contrabandsupply                    Confiscare Unelte
objective_grant_contrabandsupply_description        În urma unor incidente cu obiecte furate în alte închisori, un grup face un studiu despre distribuirea uneltelor și armelor prin închisori. Această parte din studiu implică confiscarea acestor obiecte din mâinile populației închisorii.
