
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nytt
objective_grant_maintenance_janitor	Anställ minst två vaktmästare
objective_grant_maintenance_gardener	Anställ en trädgårdsmästare

objective_grant_visitation	Rättighet till besök
objective_grant_visitation_description	Ett antal andra anläggningar i området står inför rättsliga åtgärder efter att ha nekat interner deras rättighet till besök. Investerarna vill inte ha en skandal på halsen, så de erbjuder detta bidrag för att se till att det finns lämpliga faciliteter.
objective_grant_visitation_room	Bygg ett besöksrum
objective_grant_visitation_tables	Lägg till minst tre bord för besökare
objective_grant_visitation_commonroom	Bygg ett allrum
objective_grant_visitation_pooltable	Lägg till ett biljardbord
objective_grant_visitation_tv	Lägg till minst två TV-apparater
objective_grant_visitation_phones	Bygg minst fem telefonkiosker

objective_grant_basicsecurity	Certifiering för säkerhetsprocedur
objective_grant_basicsecurity_description	En vanlig fallgrop för nya fängelser är misstag inom säkerheten på grund av oerfarenhet hos personalen. Se till att vi inte får några tidiga misstag som kan påverka vårt rykte negativt i framtiden, genom att öka säkerhetsnivån till en acceptabel nivå.
objective_grant_basicsecurity_chief	Anställ en Säkerhetschef (kräver ett Kontor)
objective_grant_basicsecurity_guards	Anställ tio vakter
objective_grant_basicsecurity_patrols	Anställ tre vakter för att patrullera
objective_grant_basicsecurity_research	Låser upp Patruller via Byråkrati

objective_grant_enhancedsecurity	Säkerhetsbetyg från myndigheterna
objective_grant_enhancedsecurity_description	Myndigheterna har särskilda föreskrifter gällande säkerheten i fängelser som är över en viss storlek, och tar häftigt betalt för de som inte klarar kraven. Se till att detta inte blir ett problem.
objective_grant_enhancedsecurity_armoury	Bygg ett Vapenförråd
objective_grant_enhancedsecurity_kennel	Bygg en Kennel
objective_grant_enhancedsecurity_guards	Anställ två Beväpnade vakter
objective_grant_enhancedsecurity_dogs	Anställ två Hundförare
objective_grant_enhancedsecurity_patroldogs	Tilldela två Hundförare till en Hundpatrull
objective_grant_enhancedsecurity_patrolarmed	Tilldela två Beväpnade vakter till en Patrull

objective_grant_advancedsecurity	Införande av infrastruktur för högsäkerhetsavdelning
objective_grant_advancedsecurity_description	Det kan vara svårt att upprätthålla säkerheten för ett stort antal interner, men kostnaden för om denna skulle brytas är mycket större än att sätta in lämpliga åtgärder. Installera nödvändig utrustning i ditt fängelse.
objective_grant_advancedsecurity_guards	Öka storleken på din säkerhetsstyrka
objective_grant_advancedsecurity_researchcctv	Lås upp Kameraövervakning via Byråkrati
objective_grant_advancedsecurity_researchbodyarmour	Lås upp Skyddsvästar via Byråkrati
objective_grant_advancedsecurity_researchtazers	Lås upp Elpistoler via Byråkrati
objective_grant_advancedsecurity_office	Bygg en säkerhetsavdelning
objective_grant_advancedsecurity_cctvmonitor	Bygg en övervakningsmonitor
objective_grant_advancedsecurity_cctvcameras	Placera övervakningskameror i ditt fängelse

objective_grant_prisonerworkforce	Internacklimatisering och Arbete
objective_grant_prisonerworkforce_description	Att låta internerna arbeta i ditt fängelse är ett bra sätt att integrera dem i miljön samtidigt som du minskar kostnaderna. Fullgör den nödvändiga utbildningen och bygg de faciliteter som behövs för att låta dina interner arbeta.
objective_grant_prisonerworkforce_research	Lås upp Fängelsearbete via Byråkrati
objective_grant_prisonerworkforce_cleaning	Bygg en Städskrubb
objective_grant_prisonerworkforce_laundry	Bygg en Tvättstuga
objective_grant_prisonerworkforce_kitchenclass	Låt tre interner slutföra programmet Säkerhet och hygien i köket
objective_grant_prisonerworkforce_laundryassigned	Låt tre interner arbeta i Tvättstugan
objective_grant_prisonerworkforce_kitchenassigned	Låt tre interner arbeta i Köket
objective_grant_prisonerworkforce_cleaningassigned	Låt tre interner arbeta i Städskrubben

objective_grant_educationreformprogram	Initiativet Reform genom Utbildning
objective_grant_educationreformprogram_description	En framträdande kampanjgrupp genomför ett storskaligt socialt experiment i effekten på återfallsgraderna för utbildade interner. Bygg några klassrum och börja utbilda dina interner.
objective_grant_educationreformprogram_research	Lås upp Utbildning via Byråkrati
objective_grant_educationreformprogram_classroom	Bygg ett Klassrum
objective_grant_educationreformprogram_desks	Bygg tjugo skolbänkar
objective_grant_educationreformprogram_foundationed	Låt tio interner klara Grundkurs i utbildning
objective_grant_educationreformprogram_generaled	Låt en intern klara Allmänbildande utbildningskurs

objective_grant_prisonlabour	Tillverkningsanläggning på fängelset
objective_grant_prisonlabour_description	Finansiärer vill att du ökar ditt fängelses lönsamhet, och de är villiga att investera pengar för att hjälpa dig bygga verkstäder så att dina interner blir arbetskraft.
objective_grant_prisonlabour_workshop	Bygg en Verkstad
objective_grant_prisonlabour_saw	Bygg två verkstadssågar
objective_grant_prisonlabour_press	Bygg två verkstadspressar
objective_grant_prisonlabour_reform	Låt fem interner klara programmet Säkerhet i Verkstaden
objective_grant_prisonlabour_plates	Producera 30 registreringsskyltar

objective_grant_furnituremanufacturing	Lärlingsprogram för snickeriarbete
objective_grant_furnituremanufacturing_description	Erbjuder kurser i snickeri för dina interner som kan lära dem något värdefullt som de kan använda när de har blivit frigivna. Låter dem producera möbler i din verkstad som kan säljas för att öka dina intäkter.
objective_grant_furnituremanufacturing_forestry	Bygg ett Skogsbruk
objective_grant_furnituremanufacturing_table	Bygg två snickarbord
objective_grant_furnituremanufacturing_reform	Låt fem interner klara kursen Snickeri
objective_grant_furnituremanufacturing_bed	Producera tio Lyxiga sängar

objective_grant_reducestaffstress	Iniativ för personalens välbefinnande
objective_grant_reducestaffstress_description	Fackföreningar för fängelsearbetare har börjat få in rapporter om att personalen är stressad och överarbetad – så mycket att man börjat göra misstag. Se till att liknande händelser inte sker hos dig.
objective_grant_reducestaffstress_staffroom	Bygg ett Personalrum
objective_grant_reducestaffstress_freeguards	Låt minst fem vakter vara utan tilldelade uppgifter
objective_grant_reducestaffstress_restedstaff	Se till att ingen ur personalstyrkan är utmattad

objective_grant_shortterminvestment	Investering på kort sikt
objective_grant_shortterminvestment_description	Betala pengar till en investeringsfond som ger en rimlig avkastning på din ursprungliga summa.
objective_grant_shortterminvestment_wait	Vänta på pengar…

objective_grant_longterminvestment	Långsiktig investering
objective_grant_longterminvestment_description	Betala pengar till en investeringsfond som i slutändan ger en stor avkastning på den ursprungliga summan.
objective_grant_longterminvestment_wait	Vänta på pengar…

objective_grant_cellblock50	Cellblock B
objective_grant_cellblock50_description	Det är dags att bygga ut fängelset till mer än bara ett häkte.
objective_grant_cellblock50_cells	Öka max antal interner till 50

objective_grant_cellblock100	Cellblock C
objective_grant_cellblock100_description	Använd din mark på ett lämpligt sätt genom att fortsätta att expandera ditt fängelse.
objective_grant_cellblock100_cells	Öka max antal interner till 100

objective_grant_cellblock200	Cellblock D
objective_grant_cellblock200_description	Fler interner betyder mer pengar från staten. Öka kapaciteten för att utnyttja detta.
objective_grant_cellblock200_cells	Öka max antal interner till 200

objective_grant_cellblock500	Cellblock E
objective_grant_cellblock500_description	Myndigheterna erbjuder gott om ekonomiska incitament till de största fängelserna. Det är dags att nå det målet.
objective_grant_cellblock500_cells	Öka max antal interner till 500

objective_grant_nutritionresearch	Forskning inom näringslära för interner
objective_grant_nutritionresearch_description	En oberoende forskargrupp erbjuder medel för att delta i en försöksstudie på effekterna av olika matvanor för internerna.
objective_grant_nutritionresearch_poor	Servera en enda måltid med låg kvalitet och lite variation under två dagar
objective_grant_nutritionresearch_good	Servera tre måltider med hög kvalitet och gott om variation under två dagar

objective_grant_drugsearch	Kraftåtgärd mot droger
objective_grant_drugsearch_description	Nyligen har man alltmer börjat ta upp droganvändning i större fängelser. Ta en proaktiv hållning och visa att du tar itu med problemet.
objective_grant_drugsearch_find	Hitta tio illegala substanser

objective_grant_contrabandsupply	Verktygsrensning
objective_grant_contrabandsupply_description	Efter ett antal incidenter i andra fängelser med stulna föremål genomför en kommitté studier om distribueringen av verktyg och vapen på ett fängelse. Denna del av försöket involverar att man ska försöka ta bort alla sådana här objekt från fängelserna.
objective_grant_contrabandsupply_tools	Ta bort utbudet av stulna verktyg
objective_grant_contrabandsupply_weapons	Ta bort utbudet av stulna vapen

grant_category_completed	Genomfört:
grant_category_unlocked	Upplåst:
grant_category_cash	Pengar:
grant_category_cashflow	Kassaflöde:
grant_category_debt	Skuld:
grant_category_prisoners	Interner:

grant_property_atleast	Minst *X
grant_property_atmost	Inte mer än *X


# =============================================================================
# Materials
# =============================================================================


object_none	Inget
object_box	Låda
object_stack	Hög
object_bed	Säng
object_bunkbed	Våningssäng
object_crib	Spjälsäng
object_toilet	Toalett
object_table	Bord
object_chair	Stol
object_bench	Bänk
object_electricchair	Elektriska stolen
object_jaildoor	Fängelsedörr
object_jaildoorlarge	Stor fängelsedörr
object_door	Dörr
object_solitarydoor	Isoleringsdörr
object_staffdoor	Personaldörr
object_remotedoor	Fjärrstyrd dörr
object_roadgate	Vägport
object_jailbars	Fängelsegaller
object_window	Fönster
object_windowlarge	Stort fönster
object_tree	Träd
object_light	Ljus
object_cooker	Spis
object_fridge	Kyl
object_bin	Sopkorg
object_sink	Diskbänk
object_servingtable	Serveringsbord
object_showerhead	Duschmunstycke
object_brick	Tegelsten
object_concrete	Betong
object_steel	Stål
object_ingredients	Ingredienser
object_ingredientscooking	Ingredienser (Tillagas)
object_ingredientscooked	Ingredienser (Tillagade)
object_ingredientsspoiled	Ingredienser (Skämda)
object_meal	Måltid
object_foodtray	Matbricka
object_foodtraydirty	Matbricka (Smutsig)
object_grassturf	Gräs
object_prisoneruniform	Internuniform
object_dirtyprisoneruniform	Internuniform (Smutsig)
object_crumpledprisoneruniform	Internuniform (Skrynklig)
object_bleach	Blekmedel
object_sheetmetal	Plåt
object_licenseplateblank	Registreringsskyltar (Utan text)
object_licenseplate	Registreringsskyltar
object_log	Virke
object_wood	Trä
object_workman	Arbetare
object_truckdriver	Lastbilschaufför
object_guard	Vakt
object_riotguard	Kravallvakt
object_armedguard	Beväpnad vakt
object_prisoner	Intern
object_doctor	Doktor
object_paramedic	Sjukvårdare
object_cook	Kock
object_gardener	Trädgårdsmästare
object_janitor	Vaktmästare
object_fireman	Brandman
object_avatar	Avatar
object_actor	Aktör
object_visitor	Besökare
object_executionwitness	Vittne till avrättning
object_doghandler	Hundförare
object_dog	Vakthund
object_dogcrate	Hundbur
object_teacher	Lärare
object_soldier	Soldat
object_sniper	Prickskytt
object_warden	Fängelsedirektör
object_chief	Säkerhetschef
object_foreman	Arbetsledare
object_psychologist	Psykolog
object_accountant	Revisor
object_lawyer	Advokat
object_supplytruck	Lastbil
object_prisonerbus	Internbuss
object_fireengine	Brandbil
object_riotvan	Kravallvaktsbuss
