
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nuevo
objective_grant_enhancedsecurity_guards	Contrata a dos Guardias Armados
objective_grant_enhancedsecurity_dogs	Contrata a dos Adiestradores de Perros
objective_grant_enhancedsecurity_patroldogs	Asigna a dos Adiestradores de Perros a una Patrulla de Perros
objective_grant_enhancedsecurity_patrolarmed	Asigna a dos Guardias Armados a una Patrulla

objective_grant_advancedsecurity	Implementación de Infraestructura de Máx. Seg.
objective_grant_advancedsecurity_description	Puede ser difícil mantener la seguridad teniendo un gran número de presos, pero el coste de un delito es mucho mayor que el coste de la aplicación de las medidas de seguridad necesarias. Instala el equipo necesario a lo largo de su prisión.
objective_grant_advancedsecurity_guards	Aumenta tus sistemas de seguridad
objective_grant_advancedsecurity_researchcctv	Desbloquea las Cámaras de Seguridad a través de Burocracia
objective_grant_advancedsecurity_researchbodyarmour	Desbloquea equipamiento corporal a través de Burocracia
objective_grant_advancedsecurity_researchtazers	Desbloquea el Taser a través de Burocracia
objective_grant_advancedsecurity_office	Construye una Oficina de Seguridad
objective_grant_advancedsecurity_cctvmonitor	Construye un Monitor para las cámaras
objective_grant_advancedsecurity_cctvcameras	Coloca Cámaras de Seguridad por tu prisión

objective_grant_prisonerworkforce	Aclimatación y Compromiso de los reclusos
objective_grant_prisonerworkforce_description	Poner a los reclusos a trabajar en la prisión es una buena forma de integrarlos en el entorno a la vez que reduces los costes. Completa la formación necesaria y construye las instalaciones necesarias para poner a los presos a trabajar.
objective_grant_prisonerworkforce_research	Desbloquear Trabajos de Preso a través de Burocracia
objective_grant_prisonerworkforce_cleaning	Construir un Armario de Limpieza
objective_grant_prisonerworkforce_laundry	Construir una Lavandería
objective_grant_prisonerworkforce_kitchenclass	Asigna a tres presos para que completen el programa de Seguridad en la Cocina e Higiene
objective_grant_prisonerworkforce_laundryassigned	Asigna a tres presos para trabajar en la Lavandería
objective_grant_prisonerworkforce_kitchenassigned	Asignar a tres presos para trabajar en la Cocina
objective_grant_prisonerworkforce_cleaningassigned	Asigna a tres presos para trabajar en el Armario de la Limpieza

objective_grant_educationreformprogram	Programa de Reforma Educativa
objective_grant_educationreformprogram_description	Un grupo de expertos está llevando a cabo un experimento social para ver los efectos de la educación en los índices de reincidencia de los reclusos. Construye unas cuantas clases y empieza a educar a tus reclusos.
objective_grant_educationreformprogram_research	Desbloquea Educación a través de Burocracia
objective_grant_educationreformprogram_classroom	Construye un Aula
objective_grant_educationreformprogram_desks	Construye veinte pupitres
objective_grant_educationreformprogram_foundationed	Asigna a diez presos para el Curso de Conocimientos Básicos (cimientos)
objective_grant_educationreformprogram_generaled	Asigna a un preso para el Curso General

objective_grant_prisonlabour	Manufacturación Penitenciaria
objective_grant_prisonlabour_description	Los financieros quieren incrementar la rentabilidad de tu prisión y están dispuestos a invertir para ayudar a construir talleres y convertir a tus reclusos en mano de obra.
objective_grant_prisonlabour_workshop	Construye un taller
objective_grant_prisonlabour_saw	Construye dos sierras
objective_grant_prisonlabour_press	Construye dos prensas
objective_grant_prisonlabour_reform	Asigna a cinco presos para el Programa de Seguridad del Taller
objective_grant_prisonlabour_plates	Produce 30 matrículas de coche

objective_grant_furnituremanufacturing	Programa de Aprendizaje de Carpintería
objective_grant_furnituremanufacturing_description	Ofrecer cursos de carpintería a tus reclusos les enseñará habilidades valiosas que pueden utilizar cuando salgan de prisión y les permitirá producir muebles en el taller para venderlos e incrementar los ingresos.
objective_grant_furnituremanufacturing_forestry	Construye Silvicultura
objective_grant_furnituremanufacturing_table	Construye dos mesas de carpintero
objective_grant_furnituremanufacturing_reform	Asigna a dos presos para curso de Carpintería
objective_grant_furnituremanufacturing_bed	Produce diez Camas Superiores

objective_grant_reducestaffstress	Iniciativa de Bienestar del Personal
objective_grant_reducestaffstress_description	Los sindicatos de trabajadores de la prisión han recibido informes de que el personal está tan estresado y sobrecargado de trabajo que se están cometiendo errores graves. Asegúrate de que no vuelva a haber fallos en tus instalaciones.
objective_grant_reducestaffstress_staffroom	Construye una Sala de Personal
objective_grant_reducestaffstress_freeguards	Ten por lo menos a cinco guardias sin tareas asignadas
objective_grant_reducestaffstress_restedstaff	Asegúrate de que no hay miembros del personal exhaustos

objective_grant_shortterminvestment	Inversiones a corto plazo
objective_grant_shortterminvestment_description	Ingresa dinero en un fondo de inversión que te dará una rentabilidad razonable sobre tu importe inicial.
objective_grant_shortterminvestment_wait	Esperar fondos...

objective_grant_longterminvestment	Inversiones a largo plazo
objective_grant_longterminvestment_description	Ingresa dinero en un fondo de inversión que a largo plazo te dará una gran rentabilidad sobre tu importe inicial.
objective_grant_longterminvestment_wait	Esperar fondos...

objective_grant_cellblock50	Bloque de celdas B
objective_grant_cellblock50_description	Es hora de seguir ampliando la prisión y que sea más que una cárcel básica.
objective_grant_cellblock50_cells	Eleva la capacidad de presos a 50

objective_grant_cellblock100	Bloque de celdas C
objective_grant_cellblock100_description	Haz un uso adecuado de tus terrenos para continuar ampliando la prisión.
objective_grant_cellblock100_cells	Eleva la capacidad de presos a 100

objective_grant_cellblock200	Bloque de celdas D
objective_grant_cellblock200_description	Más presos significa más fondos del gobierno. Aumenta la capacidad para obtener más beneficios.
objective_grant_cellblock200_cells	Eleva la capacidad de presos a 200

objective_grant_cellblock500	Bloque de celdas E
objective_grant_cellblock500_description	El gobierno ofrece una gran cantidad de incentivos financieros a las prisiones más grandes. ¡Vamos a por ello!
objective_grant_cellblock500_cells	Eleva la capacidad de presos a 500

objective_grant_nutritionresearch	Investigación de Nutrición de Reclusos
objective_grant_nutritionresearch_description	Un grupo de investigadores independientes está ofreciendo fondos a cambio de participar en un estudio sobre los efectos de diferentes hábitos alimenticios en los reclusos.
objective_grant_nutritionresearch_poor	Sirve una sola comida de baja calidad y variedad durante dos días
objective_grant_nutritionresearch_good	Sirve tres comidas con buena variedad y cantidad durante dos días.

objective_grant_drugsearch	Medidas Antidrogas
objective_grant_drugsearch_description	Las prisiones más grandes están muy preocupadas por el aumento de la drogodependencia últimamente. Adopta una postura proactiva y demuestra que estás abordando bien el problema.
objective_grant_drugsearch_find	Encuentra diez narcóticos ilegales

objective_grant_contrabandsupply	Herramienta de Limpieza
objective_grant_contrabandsupply_description	Tras una serie de incidentes en otras prisiones relacionadas con objetos robados, un grupo de investigadores independientes está llevando a cabo estudio sobre la distribución de herramientas y armas en las prisiones. Debes intentar requisarles todos estos objetos a tus reclusos.
objective_grant_contrabandsupply_tools	Incauta las herramientas robadas
objective_grant_contrabandsupply_weapons	Incauta las armas robadas

grant_category_completed	Completado:
grant_category_unlocked	Desbloqueado:
grant_category_cash	Efectivo:
grant_category_cashflow	Flujo de caja:
grant_category_debt	Deuda:
grant_category_prisoners	Presos:

grant_property_atleast	Al Menos *X
grant_property_atmost	No más de *X


# =============================================================================
# Materials
# =============================================================================


object_none	Ninguna
object_box	Caja
object_stack	Pila
object_bed	Cama
object_bunkbed	Litera
object_crib	Cuna
object_toilet	Retrete
object_table	Mesa
object_chair	Silla
object_bench	Banco
object_electricchair	Silla eléctrica
object_jaildoor	Puerta de la cárcel
object_jaildoorlarge	Gran puerta de la cárcel
object_door	Puerta
object_solitarydoor	Puerta de Aislamiento
object_staffdoor	Puerta de personal
object_remotedoor	Puerta a control remoto
object_roadgate	Portón de la carretera
object_jailbars	Barrotes de la cárcel
object_window	Ventana
object_windowlarge	Ventana grande
object_tree	Árbol
object_light	Luz
object_cooker	Cocina
object_fridge	Frigorífico
object_bin	Papelera
object_sink	Fregadero
object_servingtable	Mesa para servir
object_showerhead	Alcachofa de la ducha
object_brick	Ladrillo
object_concrete	Hormigón
object_steel	Acero
object_ingredients	Ingredientes
object_ingredientscooking	Ingredientes (en cocción)
object_ingredientscooked	Ingredientes (cocinados)
object_ingredientsspoiled	Ingredientes (estropeados)
object_meal	Comida
object_foodtray	Bandeja de alimentos
object_foodtraydirty	Bandeja de alimentos (sucia)
object_grassturf	Hierba del césped
object_prisoneruniform	Uniforme del recluso
object_dirtyprisoneruniform	Uniforme del recluso  (sucio)
object_crumpledprisoneruniform	Uniforme del recluso  (arrugado)
object_bleach	Lejía
object_sheetmetal	Chapa metálica
object_licenseplateblank	Placas de matrícula (en blanco)
object_licenseplate	Placas de matrícula
object_log	Tronco
object_wood	Madera
object_workman	Obrero
object_truckdriver	Conductor de camión
object_guard	Guardia
object_riotguard	Guardia de motín
object_armedguard	Guardia armado
object_prisoner	Recluso
object_doctor	Médico
object_paramedic	Paramédico
object_cook	Cocinero
object_gardener	Jardinero
object_janitor	Conserje
object_fireman	Bombero
object_avatar	Avatar
object_actor	Actor
object_visitor	Visitante
object_executionwitness	Testigo de ejecución
object_doghandler	Adiestrador de perros
object_dog	Perro guardián
object_dogcrate	Caseta de perro
object_teacher	Profesor
object_soldier	Soldado
object_sniper	Francotirador
object_warden	Alcaide
object_chief	Jefe
object_foreman	Capataz
object_psychologist	Psicólogo
object_accountant	Contable
object_lawyer	Abogado
object_supplytruck	Camión de suministros
object_prisonerbus	Autobús de presos
object_fireengine	Coche de bomberos
object_riotvan	Furgoneta antidisturbios
object_ambulance	Ambulancia
object_hearse	Coche fúnebre
object_trooptruck	Camión de tropas
object_fire	Fuego
object_garbage	Basura
object_rubble	Escombros
object_bookshelf	Estantería de libros
object_officedesk	Escritorio de oficina
object_filingcabinet	Fichero
object_medicalbed	Cama médica
object_morgueslab	Mesa del depósito de cadáveres
object_equipment	Equipamiento
object_prop	Atrezo
object_dummy	Maniquí
