
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Yeni
reputationtooltip_strong	Bu mahkum kavga esnasında her yumrukta daha sert vuruyor.
reputationtooltip_tough	Bu mahkum, bir dövüşte daha fazla sertliğe dayanabilir. Ayrıca bazen bir Tazer (şok tabancası) ile vurulmaya bile dayanabilir.
reputationtooltip_volatile	Bu mahkumun uyarmadan ve sebepsiz tekme atması muhtemel.
reputationtooltip_stoical	Bu mahkum Hücre Hapsinde kilitliyken baskı göremez. Hiç umursamıyorlar.
reputationtooltip_snitch	Bu mahkumun muhbir olduğu biliniyor ve bu yüzden hayatı tehlikede olabilir. Onu diğer mahkumlarla uzun süre tek başına bırakma.
reputationtooltip_deadly	Bu mahkum bir ölümcül dövüş hamleleri ustası ve bazılarını tek vuruşta öldürebilir.
reputationtooltip_exlaw	Bu mahkum bir zamanlar bir Polis Memuru veya başka bir kolluk kuvveti mensubuydu. Hayatı tehlikede olabilir.
reputationtooltip_copkiller	Bu mahkum bir Polis Memurunu öldürmekten suçlu. Gardiyanların mahkumu hizaya sokmaya çalışırken kendilerini zapt edemeyebilir.
reputationtooltip_fearless	Bu mahkumun gözü Silahlı Gardiyanlardan korkmaz ve bir kavga esnasında teslim olma ihtimali çok düşüktür.
reputationtooltip_quick	Bu mahkum olağanüstü bir şekilde hızlı koşuyor.
reputationtooltip_instigator	Bu mahkum etrafındakilere huzursuzluk veriyor. Bir soruna sebep olduğunda, yanındaki mahkumlar aynısını yapmaya mecbur hissediyor.
reputationtooltip_fighter	Bu mahkum, savunma hareketlerinde yetenekli. Rakiplerini silahsız hale getirebilir, hatta dövüş esnasında onların silahını bile alabilir.
reputationtooltip_gangmember	Bu mahkum bir çete üyesi. Kendi çetesindeki üyeleri savunur ve rakip çetelere kin besler.
reputationtooltip_federalwitness	Bu mahkum önemli bir adli davada görgü tanığı ve bu yüzden bir çete veya mafya babasının hedefinde.
reputationtooltip_preacher	Bu mahkum oldukça karizmatik ve onlara Maneviyat ihtiyacı vererek başkalarını kendi dinine çekebiliyor.
reputationtooltip_connected	Bu mahkum, hapishane içinde ve dışında birçok bağlantıya sahip. Bunun gibi mahkumlar göz açıp kapayıncaya kadar kaçak mal bulabiliyor.
reputationtooltip_workaholic	Bu mahkum çalışmaya odaklıdır ve bir kez başladığında iş tamamen bitene dek durmaz; düzeni ve hatta kendi temel ihtiyaçlarını bile görmezden gelir.
reputationtooltip_clean	Bu mahkum temizlik takıntılıdır; bunun sonucunda hijyen ihtiyacı oldukça yüksek bir seviyeye çıkacaktır.
reputationtooltip_copycat	Bu mahkum, yakındaki mahkumların davranış ve eylemlerini taklit ederek onların ününü çalabilir.
reputationtooltip_dangerous	Bu mahkum yakınındaki kişilere zarar verir. Nasıl? Neden? Kim bilir.
reputationtooltip_escapeartist	Bu mahkum, profesyonel bir kaçış ustasıdır ve sırf eğlence olsun diye hapisten kaçar. Sürekli olarak hücre anahtarlarını çalmaya ve kaçmaya çalışır.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	Çalışıyor
nameplate_stationed	Atanmış
nameplate_patrolling	Devriyede
nameplate_resting	Dinleniyor
nameplate_tired	Bitkin
nameplate_injured	Yaralı
nameplate_unconscious	Bilinci Kapalı
nameplate_dead	ÖLÜ
nameplate_released	TAHLİYE EDİLMİŞ
nameplate_researching	Araştırılıyor
nameplate_overdose	AŞIRI DOZ ALMIŞ
nameplate_starving	AÇLIKTAN ÖLÜYOR
nameplate_wounded	KAN KAYBEDİYOR


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	Tüm Mahkumları Besle
objective_caption_prisoners	Mahkumlar
objective_caption_meals	Yemekler
objective_readceosletter	CEO'nun mektubunu oku
objective_actionrequired	Olay Raporları

objective_deathrowinmates	Ölüm Hücresi Mahkum Durumu

objective_prisonerintake	Mahkum Alımı
objective_intake_arrivals	*X mahkum *Y'de geliyor
objective_intake_closed	Hapishanen yeni mahkumlara kapalı
objective_intake_closed2	(Mahkum Raporuna Gözat)
objective_intake_closed3	(Alım Raporuna Gözat)
objective_intake_specials	Özel Transferler:
objective_intake_categories	Kategoriler:
objective_intake_minsec	Min,
objective_intake_medsec	Normal,
objective_intake_maxsec	Maks
objective_intake_deathrow	Ölüm Hücresi
objective_intake_typeclosed	Kapalı
objective_intake_typefillcapacity	Kapasite Kadar Doldur
objective_intake_typetotalprisoners	*X kadar doldur
objective_intake_typenumperday	Gün başına *X
objective_intake_typeallavailable	Mevcut olanların tamamı
objective_intake_closedstrike	Personel grevleri esnasında mahkum alımı mümkün değil

objective_firstgrant	İlk Bağışını Kabul Et
objective_firstgrant_description	Rapor penceresini açıp (ekranın sağ altındaki düğmeye basarak), Bağışlar sekmesine geçerek ve mevcut Bağışlardan birini seçerek ilk para bağışını kabul et.

objective_builddeliveriesroom	Bir teslimat alanı belirle

objective_outgoing	Tahliye için bekleyen mahkumlar
objective_outgoing_count	*X mahkum yakında tahliye olmak için bekliyor
objective_outgoing_timer	(*X saat)

objective_visitors	Ziyaretçiler (8 - 20)
objective_visitors_waiting	*X aile görüş için bekliyor
objective_visitors_onsite	*Y grupta *X ziyaretçi

objective_staffexhausted	Yorgun Personel
objective_reststaff_exhausted	*X personel yorgun.
objective_reststaff_resting	(*X personel dinleniyor)
objective_reststaff_needstaffroom	Personelin dinlenebilmesi için bir Personel Odası inşa et.

objective_punishment_solitary	*X Hücre Hapsinde
objective_punishment_solitary_queue	*X Hücre Hapsi bekliyor
objective_punishment_solitary_mix	*X Hücre Hapsinde (*Y bekliyor)
objective_punishment_lockdown	*X Tecritte
objective_incident_medical	*X için tıbbi müdahale gerekiyor
objective_incident_dead	*X ceset

objective_prisonerparole	Mahkum Şartlı Tahliyesi
objective_parole_count	*X mahkum şartlı tahliye için hazır

objective_payment_receivedfull	Ödeme: *X alındı
objective_payment_receivedpart	Ödeme: *X alındı, toplam *Y

objective_grant_bootstraps	Kısa Gözaltı Merkezi
objective_grant_bootstraps_description	Boş bir araziyi işleyen bir hapishaneye dönüştür. Bu devlet sözleşmesi, ilk Mahkum grubun için olmazsa olmaz binaları inşa etmen için gerekli fonu sana veriyor.
objective_grant_bootstraps_holdingcell	Nezarethane İnşa Et
objective_grant_bootstraps_shower	Duş İnşa Et
objective_grant_bootstraps_yard	Avlu İnşa Et
objective_grant_bootstraps_kitchen	Mutfak İnşa Et
objective_grant_bootstraps_canteen	Kantin İnşa Et
objective_grant_bootstraps_guard	En az iki gardiyan işe al
objective_grant_bootstraps_chef	En az iki aşçı işe al

objective_grant_administration	Yönetim Merkezi
objective_grant_administration_description	İşlerin pürüzsüzce ilerlemesi ve projenin hesap verilebilir olması için her hapishane projesinde işleyen bir yönetim binası olmalıdır. Bu sözleşme, bir Müdür, bir Muhasebeci ve onların ofisleri için ödeme yapar; bundan sonra tam Devlet Hibesi sistemine erişim sağlanmış olacak.
objective_grant_administration_offices	İki ofis inşa et
objective_grant_administration_warden	Bir Müdür işe al
objective_grant_administration_accountant_research	Bürokrasi'den Finans'ın kilidini aç
objective_grant_administration_accountant	Bir Muhasebeci işe al

objective_grant_firstcellblock	Hücre Bloğu A
objective_grant_firstcellblock_description	Temel öğeler bitti ve işliyor. İlk hücreni inşa etme ve mevcut mahkumları kendi hücrelerine aktarma zamanı.
objective_grant_firstcellblock_cells	Mahkum Kapasiteni 15'e çıkar

objective_grant_health	Mahkum Sağlık ve Refahı
objective_grant_health_description	Mahkumlarımızın bedensel ve zihinsel sağlığı bizim için çok önemli. Bu hibe, en gelişmiş hastane koğuşunun inşasına yardım etmek ve mahkumların sağlık ihtiyaçlarıyla ilgilenecek doktor ve psikologları işe almak içindir.
objective_grant_health_ward	Bir hastane koğuşu inşa et
objective_grant_health_doctors	En az iki doktor işe al
objective_grant_health_psychologist	Bir psikolog işe al (Ofis gerektirir)

objective_grant_bailout	Devlet Kurtarma Paketi
objective_grant_bailout_description	Devlet performansından çok keyifsiz ama hapishanenin başarısız olmak için çok büyük olduğuna karar verdi. Vergi ödeyenlerin paralarıyla hapishane iflastan kurtulmuş olacak. Ancak hesaplarını dengelemeli, hapishaneni pozitif nakit akışına çevirmeli (günlük gelir masraflardan fazla olmalı) ve bankaya olan borçlarını kapatmalısın.
objective_grant_bailout_cashflow	Gelir giderden fazla
objective_grant_bailout_debt	Borçlarını kapat


objective_grant_maintenance	Hapishane Bakımı
objective_grant_maintenance_description	Hastanenin ve zemininin genel bakım ve onarımı, personel ve mahkumların güvenliği ve emniyeti için önemlidir. Hapishaneni temiz ve derli toplu tutmak için gerekli personeli işe al.
objective_grant_maintenance_research_root	Bürokrasi'den Bakım'ın kilidini aç
objective_grant_maintenance_research_cleaning	Bürokrasi'den Temizlik'in kilidini aç
objective_grant_maintenance_research_groundskeeping	Bürokrasi'den Saha Bakımı'nın kilidini aç
objective_grant_maintenance_foreman	Bir Ustabaşı işe al (Ofis gerektirir)
objective_grant_maintenance_janitor	En az iki hademe işe al
objective_grant_maintenance_gardener	Bir bahçıvan işe al

objective_grant_visitation	Görüş Hakları
objective_grant_visitation_description	Bölgede diğer bir kaç tesis, mahkumları görüş haklarından mahrum bırakmaktan yasal işlemle karşı karşıya geliyor. Yatırımcılar bir skandal istemiyorlar ve yeterince tesisin mevcut olmasını sağlamak için bu hibeyi veriyorlar.
objective_grant_visitation_room	Bir görüş odası inşa et
objective_grant_visitation_tables	En az üç görüş masası ekle
objective_grant_visitation_commonroom	Bir ortak oda inşa et
objective_grant_visitation_pooltable	Bir bilardo masası ekle
objective_grant_visitation_tv	En az iki TV ekle
objective_grant_visitation_phones	En az beş telefon kulübesi ekle

objective_grant_basicsecurity	Güvenlik Prosedürü Sertifikasyonu
objective_grant_basicsecurity_description	Personelin tesisle ilgili tecrübesizliği yüzünden oluşan güvenlik sorunu yeni hapishanelerde sıkça görülen bir tehlikedir. Güvenliği kabul edilebilir bir seviyeye çıkararak gelecekte sicilimize işleyecek bir aksiliği önle.
objective_grant_basicsecurity_chief	Bir Güvenlik Şefi İşe Al (Ofis Gerektirir)
objective_grant_basicsecurity_guards	On gardiyan işe al
objective_grant_basicsecurity_patrols	Devriye güzergahlarına üç gardiyan ata
objective_grant_basicsecurity_research	Bürokrasi'den Güzergahlar'ın aç

objective_grant_enhancedsecurity	Resmi Güvenlik Oranları
objective_grant_enhancedsecurity_description	Devletin belirli büyüklükteki hapishaneler için güvenlik konusunda bazı şartları var ve bu şartlara uymayanlara ağır cezalar uyguluyor. Bunun bir sorun olmadığından emin ol.
objective_grant_enhancedsecurity_armoury	Cephanelik İnşa Et
objective_grant_enhancedsecurity_kennel	Köpek Kulübesi İnşa Et
objective_grant_enhancedsecurity_guards	İki Silahlı Gardiyan İşe Al
objective_grant_enhancedsecurity_dogs	İki Köpek Eğiticisi İşe Al
objective_grant_enhancedsecurity_patroldogs	İki Köpek Eğiticisini Bir Köpek Devriyesine Ata
objective_grant_enhancedsecurity_patrolarmed	İki Silahlı Gardiyanı Bir Devriyeye Ata

objective_grant_advancedsecurity	Maks Güv Altyapı Uygulaması
objective_grant_advancedsecurity_description	Büyük sayıda mahkum için güvenliği sağlamak zor olabilir, ancak bir ihlalin maliyeti, uygun güvenlik önlemlerini uygulamanın maliyetinden çok daha fazladır. Hapishanende gerekli ekipmanı yerleştir.
objective_grant_advancedsecurity_guards	Güvenlik gücünün boyutunu artır
objective_grant_advancedsecurity_researchcctv	Bürokrasi'den CCTV'nin kilidini aç
objective_grant_advancedsecurity_researchbodyarmour	Bürokrasi'den Çelik Yelek'in kilidini aç
objective_grant_advancedsecurity_researchtazers	Bürokrasi'den Tazer'in kilidini aç
objective_grant_advancedsecurity_office	Bir Güvenlik Ofisi İnşa Et
objective_grant_advancedsecurity_cctvmonitor	Bir CCTV Monitörü İnşa Et
objective_grant_advancedsecurity_cctvcameras	Hapishanende CCTV Kameraları yerleştir

objective_grant_prisonerworkforce	Mahkum Uyum ve Entegrasyonu
objective_grant_prisonerworkforce_description	Mahkumları hapishanende çalıştırmak, masrafları azaltırken onların çevreye entegrasyonu için güzel bir yoldur. Mahkumlarını çalıştırmak için gerekli eğitimi tamamla ve gerekli tesisleri inşa et.
objective_grant_prisonerworkforce_research	Bürokrasi'den Mahkum İşçiliği'nin kilidini aç
objective_grant_prisonerworkforce_cleaning	Bir Temizlik Dolabı İnşa Et
objective_grant_prisonerworkforce_laundry	Bir Çamaşırhane İnşa Et
objective_grant_prisonerworkforce_kitchenclass	Üç mahkumun Mutfak Güvenliği ve Hijyeni programını tamamlattır
objective_grant_prisonerworkforce_laundryassigned	Üç mahkumu Çamaşırhane'de çalışması için ata
objective_grant_prisonerworkforce_kitchenassigned	Üç mahkumu Mutfak'ta çalışması için ata
objective_grant_prisonerworkforce_cleaningassigned	Üç mahkumu Temizlik Dolabı'nda çalışması için ata

objective_grant_educationreformprogram	Eğitim Girişimiyle Islah
objective_grant_educationreformprogram_description	Seçkin bir müdahale grubu, eğitimin, mahkum tekrar suç işleme oranına etkileri üzerine büyük çaplı bir sosyal deney yapıyor. Birkaç sınıf kur ve mahkumlarını eğitmeye başla.
objective_grant_educationreformprogram_research	Bürokrasi'den Eğitim'in kilidini aç
objective_grant_educationreformprogram_classroom	Bir Sınıf İnşa Et
objective_grant_educationreformprogram_desks	Yirmi tane okul sırası yerleştir
objective_grant_educationreformprogram_foundationed	On mahkumun Temel Eğitim Kursunu geçmesini sağla.
objective_grant_educationreformprogram_generaled	Bir mahkumun Genel Eğitim Kursunu geçmesini sağla

objective_grant_prisonlabour	Hapishane İmalat Tesisi
objective_grant_prisonlabour_description	Finansçılar hapishanenin karlılığını artırmanı istiyorlar; atölye inşa etmen ve mahkumlarını işgücüne çevirmen için yatırımda bulunmaya hazırlar.
objective_grant_prisonlabour_workshop	Bir Atölye İnşa Et
objective_grant_prisonlabour_saw	İki atölye testeresi yerleştir
objective_grant_prisonlabour_press	İki atölye presi yerleştir
objective_grant_prisonlabour_reform	Beş mahkumun Atölye Güvenlik Programını geçmesini sağla
objective_grant_prisonlabour_plates	30 plaka üret

objective_grant_furnituremanufacturing	Marangoz Çıraklığı Programı
objective_grant_furnituremanufacturing_description	Mahkumlarına marangozluk kursları sağlamak, onlara tahliye olduklarında kullanabilecekleri değerli bir yeteneği öğretebilir. Ayrıca atölyende yüksek kaliteli mobilya üretmelerini sağlar, bunlar satılarak gelir artırılabilir.
objective_grant_furnituremanufacturing_forestry	Bir Ormanlık İnşa Et
objective_grant_furnituremanufacturing_table	İki marangoz masası yerleştir
objective_grant_furnituremanufacturing_reform	İki mahkumun Marangozluk kursunu geçmesini sağla
objective_grant_furnituremanufacturing_bed	On Tane Seçkin Yatak Üret

objective_grant_reducestaffstress	Personel Refah Girişimi
objective_grant_reducestaffstress_description	Mahkum işçi sendikası, personelin aşırı stresli ve çok çalıştırılmış olduğuna ve bu yüzden hatalar yapılmakta olduğuna yönelik raporlar almaktalar. Aynı durumun senin hapishanende de yaşanmamasını sağla.
objective_grant_reducestaffstress_staffroom	Bir Personel Odası İnşa Et
objective_grant_reducestaffstress_freeguards	Görev atanmamış en az beş gardiyana sahip ol
objective_grant_reducestaffstress_restedstaff	Hiçbir personelinin yorulmamasını sağla

objective_grant_shortterminvestment	Kısa Vadeli Yatırım
objective_grant_shortterminvestment_description	Bir yatırım fonuna para öde; neticede başlangıçta ödediğinin üzerine makul oranda geri dönüş alacaksın.
objective_grant_shortterminvestment_wait	Fon bekleniyor...

objective_grant_longterminvestment	Uzun Vadeli Yatırım
objective_grant_longterminvestment_description	Uzun vadeli bir yatırım fonuna para öde; neticede başlangıçta ödediğinin üzerine makul oranda geri dönüş alacaksın.
objective_grant_longterminvestment_wait	Fon bekleniyor...

objective_grant_cellblock50	Hücre Bloğu B
objective_grant_cellblock50_description	Hapishaneni basit bir tutukevinin ötesine genişletme vakti geldi.
objective_grant_cellblock50_cells	Mahkum Kapasiteni 50'ye çıkar

objective_grant_cellblock100	Hücre Bloğu C
objective_grant_cellblock100_description	Hapishaneni genişletmeye devam ederek araziden yeterince faydalan.
objective_grant_cellblock100_cells	Mahkum Kapasiteni 100'e çıkar

objective_grant_cellblock200	Hücre Bloğu D
