
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nieuw
reputationtooltip_gangmember	Deze gevangene is lid van een bende. De gevangene zal zijn bendeleden verdedigen en haat koesteren ten opzichte van rivaliserende bendes.
reputationtooltip_federalwitness	Deze gevangene is een getuige in een belangrijke zaak en wordt door een maffiabaas of bendeleider bedreigd met de dood.
reputationtooltip_preacher	Deze gevangene is erg charismatisch en kan anderen bekeren tot zijn/haar geloof, waardoor de spirituele behoefte wordt vervuld
reputationtooltip_connected	Deze gevangenen hebben overal connecties, binnen en buiten de gevangenis. Ze halen schijnbaar uit het niets smokkelwaar binnen.
reputationtooltip_workaholic	Deze gevangenen hebben een drang om te blijven werken en stoppen pas wanneer er geen werk overblijft. Daarbij negeren ze het gevangenisregime en zelfs hun basisbehoeften.
reputationtooltip_clean	Deze gevangenen hebben smetvrees. Daardoor hebben ze een grotere behoefte aan hygiëne.
reputationtooltip_copycat	Deze gevangenen kunnen het gedrag en de handelingen van naburige gevangenen kopiëren, en krijgen daardoor dezelfde reputatie.
reputationtooltip_dangerous	Deze gevangenen brengen schade toe aan andere mensen in hun buurt. Hoe? Waarom? Dat weet niemand.
reputationtooltip_escapeartist	Deze gevangenen zijn professionele boeienkoningen en ontsnappen voor hun plezier. Ze proberen voortdurend sleutels van de gevangenis te stelen om uit te breken.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	Werkt
nameplate_stationed	Is op zijn plek
nameplate_patrolling	Patrouilleert
nameplate_resting	Rust uit
nameplate_tired	Is moe
nameplate_injured	Gewond
nameplate_unconscious	Bewusteloos
nameplate_dead	DOOD
nameplate_released	VRIJGELATEN
nameplate_researching	Verricht onderzoek
nameplate_overdose	HEEFT EEN OVERDOSIS
nameplate_starving	VERHONGERT
nameplate_wounded	BLOEDT


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	Geef alle gevangenen te eten
objective_caption_prisoners	Gevangenen
objective_caption_meals	Maaltijden
objective_readceosletter	Lees de brief van de algemeen directeur
objective_actionrequired	Incidentenverslag

objective_deathrowinmates	Status van gevangenen in de dodencel

objective_prisonerintake	Toestroom van gevangenen
objective_intake_arrivals	Om *Y arriveren er *X gevangenen.
objective_intake_closed	Je gevangenis is gesloten voor nieuwe gevangenen.
objective_intake_closed2	(lees het gevangenenverslag)
objective_intake_closed3	(lees het toestroomverslag)
objective_intake_specials	Speciale overplaatsingen:
objective_intake_categories	Categorieën:
objective_intake_minsec	Min,
objective_intake_medsec	Normaal,
objective_intake_maxsec	Max
objective_intake_deathrow	Dodencel
objective_intake_typeclosed	Gesloten
objective_intake_typefillcapacity	Volle capaciteit
objective_intake_typetotalprisoners	Vullen tot *X
objective_intake_typenumperday	*X per dag
objective_intake_typeallavailable	Alle beschikbare
objective_intake_closedstrike	Opname niet beschikbaar tijdens staking personeel

objective_firstgrant	Accepteer je eerste subsidie
objective_firstgrant_description	Accepteer je eerste monetaire subsidie door naar het venster Rapporten te gaan (op de knop rechtsboven aan het scherm klikken), het tabblad Subsidies te selecteren en een van de beschikbare subsidies te kiezen.

objective_builddeliveriesroom	Wijs een leverzone aan

objective_outgoing	Gevangenen die bijna vrijkomen
objective_outgoing_count	*X gevangenen die binnenkort vrijkomen
objective_outgoing_timer	(*X uur)

objective_visitors	Bezoekers (08:00 - 20:00 uur)
objective_visitors_waiting	*X gezinnen die op bezoek willen komen
objective_visitors_onsite	*X bezoekers aanwezig in *Y groepen

objective_staffexhausted	Uitgeput personeel
objective_reststaff_exhausted	*X personeelsleden zijn uitgeput
objective_reststaff_resting	(*X rusten uit)
objective_reststaff_needstaffroom	Bouw een personeelskamer zodat ze kunnen uitrusten.

objective_punishment_solitary	*X in eenzame opsluiting
objective_punishment_solitary_queue	*X wachten op eenzame opsluiting
objective_punishment_solitary_mix	*X in eenzame opsluiting (*Y wachten nog)
objective_punishment_lockdown	*X opgesloten
objective_incident_medical	*X hebben medische verzorging nodig
objective_incident_dead	*X lijken

objective_prisonerparole	Vervroegde vrijlating
objective_parole_count	*X gevangenen komen in aanmerking voor vervroegde vrijlating

objective_payment_receivedfull	Betaling: *X ontvangen
objective_payment_receivedpart	Betaling: *X ontvangen van *Y

objective_grant_bootstraps	Basisdetentiecentrum
objective_grant_bootstraps_description	Verander een leeg veld in een functionerende gevangenis. Dit overheidscontract geeft je genoeg geld om de minimale voorzieningen aan te leggen voor je eerste groep gevangenen.
objective_grant_bootstraps_holdingcell	Bouw een tijdelijke cel
objective_grant_bootstraps_shower	Bouw een douche
objective_grant_bootstraps_yard	Bouw een luchtplaats
objective_grant_bootstraps_kitchen	Bouw een keuken
objective_grant_bootstraps_canteen	Bouw een kantine
objective_grant_bootstraps_guard	Neem minstens 2 bewakers aan
objective_grant_bootstraps_chef	Neem minstens 2 koks aan

objective_grant_administration	Administratie
objective_grant_administration_description	Elke gevangenis heeft een goed administratiekantoor nodig zodat de dagelijkse werkzaamheden soepeltjes verlopen en het project zal slagen. Dit contract levert genoeg geld op voor een gevangenisdirecteur, een accountant en hun kantoren. Hiermee krijgen wij toegang tot alle overheidssubsidies.
objective_grant_administration_offices	Bouw 2 kantoren
objective_grant_administration_warden	Neem een gevangenisdirecteur aan
objective_grant_administration_accountant_research	Ontgrendel 'Financiën' met Bureaucratie
objective_grant_administration_accountant	Neem een accountant aan

objective_grant_firstcellblock	Celblok A
objective_grant_firstcellblock_description	De basisvoorzieningen zijn aangelegd. Je kunt nu je eerste celblok bouwen en de aanwezige gevangenen naar hun eigen cellen verplaatsen.
objective_grant_firstcellblock_cells	Verhoog je capaciteit naar 15 gevangenen

objective_grant_health	Gezondheid en welzijn van gevangenen
objective_grant_health_description	We vinden de lichamelijke en geestelijke gezondheid van onze gevangenen heel belangrijk. Met deze subsidie kun je een geavanceerde ziekenboeg bouwen en artsen en psychologen aannemen die voor de medische behoeften van de gevangenen zorgen.
objective_grant_health_ward	Bouw een ziekenboeg
objective_grant_health_doctors	Neem minstens 2 artsen aan
objective_grant_health_psychologist	Neem een psycholoog aan (heeft een kantoor nodig)

objective_grant_bailout	Financiële injectie
objective_grant_bailout_description	De overheid is absoluut niet tevreden met je prestaties, maar je gevangenis is te groot om zomaar op te doeken. Er zal belastinggeld gebruikt worden om te voorkomen dat je gevangenis failliet gaat. Zorg dat je administratie op orde is: zorg dat je een positieve cashflow hebt (het dagelijkse inkomen moet hoger zijn dan de onkosten) en betaal je leningen bij de bank terug.
objective_grant_bailout_cashflow	Inkomsten hoger dan onkosten
objective_grant_bailout_debt	Betaal je schulden af


objective_grant_maintenance	Gevangenisonderhoud
objective_grant_maintenance_description	Het algemeen onderhoud van de gevangenis en het terrein is belangrijk voor zowel de beveiliging als de veiligheid van het personeel en de gevangenen. Neem het benodigde personeel aan om je gevangenis schoon en netjes te houden.
objective_grant_maintenance_research_root	Ontgrendel 'Onderhoud' vanuit Bureaucratie
objective_grant_maintenance_research_cleaning	Ontgrendel 'Schoonmaak' vanuit Bureaucratie
objective_grant_maintenance_research_groundskeeping	Ontgrendel 'Terrein-onderhoud' vanuit Bureaucratie
objective_grant_maintenance_foreman	Neem een voorman aan (heeft een kantoor nodig)
objective_grant_maintenance_janitor	Neem minstens 2 schoonmakers aan
objective_grant_maintenance_gardener	Neem een tuinman aan

objective_grant_visitation	Bezoekrecht
objective_grant_visitation_description	Een aantal faciliteiten in de regio worden aangeklaagd omdat ze hun gevangenen het bezoekrecht ontzeggen. Investeerders willen geen schandaal en geven je deze subsidie zodat er fatsoenlijke voorzieningen komen voor bezoekers.
objective_grant_visitation_room	Bouw een bezoekersruimte
objective_grant_visitation_tables	Voeg minstens drie bezoekerstafels toe
objective_grant_visitation_commonroom	Bouw een groepsruimte
objective_grant_visitation_pooltable	Voeg een pooltafel toe
objective_grant_visitation_tv	Voeg minstens 2 televisies toe
objective_grant_visitation_phones	Bouw minstens 5 telefoonhokjes

objective_grant_basicsecurity	Certificaat voor beveiligingsprocedure
objective_grant_basicsecurity_description	Veel nieuwe gevangenissen maken fouten in de beveiliging omdat het personeel nog niet genoeg ervaring heeft. Voorkom dat er fouten gemaakt worden waar we later last van krijgen door meer beveiliging in te zetten.
objective_grant_basicsecurity_chief	Neem een hoofd beveiliging aan (heeft een kantoor nodig)
objective_grant_basicsecurity_guards	Neem 10 bewakers aan
objective_grant_basicsecurity_patrols	Wijs 3 bewakers toe aan patrouilles
objective_grant_basicsecurity_research	Ontgrendel 'Patrouilles' vanuit Bureaucratie

objective_grant_enhancedsecurity	Cijfer voor overheidsbeveiliging
objective_grant_enhancedsecurity_description	De overheid stelt bepaalde eisen aan de beveiliging van gevangenissen van een bepaalde omvang. Indien er niet aan deze eisen wordt voldaan, volgen er zware boetes. Voorkom dat je boetes krijgt.
objective_grant_enhancedsecurity_armoury	Bouw een wapenkamer
objective_grant_enhancedsecurity_kennel	Bouw een kennel
objective_grant_enhancedsecurity_guards	Neem 2 gewapende bewakers aan
objective_grant_enhancedsecurity_dogs	Neem 2 hondentrainers aan
objective_grant_enhancedsecurity_patroldogs	Wijs 2 hondentrainers toe aan een hondenpatrouille
objective_grant_enhancedsecurity_patrolarmed	Wijs 2 gewapende bewakers toe aan een patrouille

objective_grant_advancedsecurity	Toepassing voor infrastructuur max. beveiliging
objective_grant_advancedsecurity_description	Het kan best lastig zijn om zo'n groot aantal gevangenen te beveiligen, maar de kosten van een uitbraak liggen veel hoger dan de kosten van de vereiste veiligheidsmaatregelen. Plaats de benodigde apparatuur in je gevangenis.
objective_grant_advancedsecurity_guards	Vergroot de omvang van je beveiligingsteam
objective_grant_advancedsecurity_researchcctv	Ontgrendel 'Bewakingscamera's' vanuit Bureaucratie
objective_grant_advancedsecurity_researchbodyarmour	Ontgrendel 'Beschermende kleding' vanuit Bureaucratie.
objective_grant_advancedsecurity_researchtazers	Ontgrendel 'Tasers' vanuit Bureaucratie
objective_grant_advancedsecurity_office	Bouw een beveiligingskantoor
objective_grant_advancedsecurity_cctvmonitor	Plaats een monitor voor bewakingscamera's
objective_grant_advancedsecurity_cctvcameras	Plaats bewakingscamera's in je hele gevangenis

objective_grant_prisonerworkforce	Aanpassing en betrokkenheid van gevangene
objective_grant_prisonerworkforce_description	Door de gevangenen aan het werk te zetten in je gevangenis kunnen ze beter integreren op de arbeidsmarkt en het scheelt je ook nog een hoop geld. Voltooi de benodigde training en bouw de benodigde voorzieningen om je gevangenen aan het werk te zetten.
objective_grant_prisonerworkforce_research	Ontgrendel 'Gevangenisarbeid' vanuit Bureaucratie.
objective_grant_prisonerworkforce_cleaning	Bouw een schoonmaakkast
objective_grant_prisonerworkforce_laundry	Bouw een wasserette
objective_grant_prisonerworkforce_kitchenclass	Laat 3 gevangenen de opleiding in keukenveiligheid en -hygiëne voltooien
objective_grant_prisonerworkforce_laundryassigned	Wijs 3 gevangenen toe aan de wasserette
objective_grant_prisonerworkforce_kitchenassigned	Wijs 3 gevangenen toe aan de keuken
objective_grant_prisonerworkforce_cleaningassigned	Wijs 3 gevangenen toe aan de schoonmaakkast

objective_grant_educationreformprogram	Hervorming door onderwijs
objective_grant_educationreformprogram_description	Een vooraanstaand instituut werkt aan een groot sociaal experiment waarbij onderzoek wordt gedaan naar het effect van onderwijs op het recidivecijfer. Regel een paar klaslokalen en geef je gevangenen onderwijs.
objective_grant_educationreformprogram_research	Ontgrendel 'Onderwijs' vanuit Bureaucratie
objective_grant_educationreformprogram_classroom	Bouw een klaslokaal
objective_grant_educationreformprogram_desks	Plaats 20 bureaus
objective_grant_educationreformprogram_foundationed	Laat 10 gevangenen slagen voor het basisonderwijs
objective_grant_educationreformprogram_generaled	Laat 1 gevangene slagen voor het algemeen onderwijs

objective_grant_prisonlabour	Fabriekshal voor gevangenen
objective_grant_prisonlabour_description	Financiers willen dat je gevangenis meer winst maakt en zijn bereid om te investeren in werkplaatsen zodat je gevangenen veel werk kunnen verrichten.
objective_grant_prisonlabour_workshop	Bouw een werkplaats
objective_grant_prisonlabour_saw	Bouw 2 zagen in de werkplaats
objective_grant_prisonlabour_press	Bouw 2 persen in de werkplaats
objective_grant_prisonlabour_reform	Laat 5 gevangenen de cursus veiligheid in de werkplaats voltooien
objective_grant_prisonlabour_plates	Produceer 30 nummerborden

objective_grant_furnituremanufacturing	Stageprogramma voor houtbewerking
objective_grant_furnituremanufacturing_description	Door je gevangenen een opleiding tot houtbewerker te laten volgen, leren ze een waardevolle vaardigheid waar ze ook in de buitenwereld wat aan hebben. Ze maken schitterende meubels in je werkplaats die je kunt verkopen om meer winst te maken.
objective_grant_furnituremanufacturing_forestry	Bouw een boomkwekerij
objective_grant_furnituremanufacturing_table	Bouw 2 houtbewerkingstafels
objective_grant_furnituremanufacturing_reform	Laat 2 gevangenen slagen voor de opleiding tot houtbewerker
objective_grant_furnituremanufacturing_bed	Produceer 10 uitstekende bedden

objective_grant_reducestaffstress	Initiatief voor personeelswelzijn
objective_grant_reducestaffstress_description	Vakbonden voor werkende gevangenen ontvangen meldingen van overspannen en overwerkte personeelsleden waardoor er fouten worden gemaakt. Voorkom dat deze problemen ook in jouw gevangenis plaatsvinden.
objective_grant_reducestaffstress_staffroom	Bouw een personeelskamer
objective_grant_reducestaffstress_freeguards	Zorg voor minstens 5 bewakers zonder specifieke taken
objective_grant_reducestaffstress_restedstaff	Voorkom dat je personeel oververmoeid raakt

objective_grant_shortterminvestment	Investeringen op de korte termijn
objective_grant_shortterminvestment_description	Stort geld in een investeringsfonds waar je uiteindelijk een mooi rendement op krijgt.
objective_grant_shortterminvestment_wait	Wacht op geld...

objective_grant_longterminvestment	Investeringen op de lange termijn
