# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	Lijst van wijzigingen
reformProgram_Occupation	Werkplaats:
report_Sentences	Strafaanpassingen
sentences_tooltip_onOff	Zet deze optie AAN/UIT om strafwijzigingen in- of uit te schakelen.
sentences_tooltip_resetCriteria	Reset de aanpassingscriteria naar de voorgestelde waarden van de gevangenis.
sentences_tooltip_extensionValue	Kies de tijd waarmee de straf van een gevangene wordt verlengd zodra hij aan de criteria voldoet.
sentences_tooltip_reductionValue	Kies de tijd waarmee de straf van een gevangene wordt verminderd zodra hij aan de criteria voldoet.
sentences_description	Stel de criteria in voor het aanpassen van een gevangenisstraf. Dat kan een vermindering zijn voor goed gedrag of een verlenging voor slecht gedrag.\nStrafverlengingen en strafverminderingen kunnen allebei in dezelfde week voorkomen, maar beide strafwijzigingen hebben een afkoelperiode van 7 dagen.
sentences_unavailable	n.v.t.
reduction_caption	Verminderingswaarde
extension_caption	Verlengingswaarde
adjustment_criteria	Aanpassingscriteria
goodBehaviour_DaysInLabour	Arbeidsdagen
goodBehaviour_LoweredRate	Verlaagd recidivecijfer
sentences_resetCriteria	Criteria resetten
misconduct_tooltip_InjuredStaff	Gevangenen komen in aanmerking voor strafverlenging als ze het aangegeven aantal keren personeelsleden hebben aangevallen.
misconduct_tooltip_InjuredPrisoner	Gevangenen komen in aanmerking voor strafverlenging als ze het aangegeven aantal keren andere gevangenen hebben aangevallen.
misconduct_tooltip_SeriousInjury	Gevangenen komen in aanmerking voor strafverlenging als ze het aangegeven aantal keren ernstig letsel hebben veroorzaakt.
misconduct_tooltip_Murder	Gevangenen komen in aanmerking voor strafverlenging als ze het aangegeven aantal keren een moord hebben gepleegd in de gevangenis.
misconduct_tooltip_EscapeAttempt	Gevangenen komen in aanmerking voor strafverlenging als ze het aangegeven aantal keren hebben geprobeerd om uit de gevangenis te ontsnappen.
goodBehaviour_tooltip_NoIncident	Gevangenen komen in aanmerking voor strafvermindering als er het aangegeven opeenvolgende aantal dagen geen incidenten met hen zijn gemeld.
goodBehaviour_tooltip_ProgramsPassed	Gevangenen komen in aanmerking voor strafvermindering als ze het aangegeven aantal programma's hebben doorlopen.
goodBehaviour_tooltip_DaysInLabour	Gevangenen komen in aanmerking voor strafvermindering als ze het aangegeven opeenvolgende aantal dagen hebben deelgenomen aan gevangenisarbeid.
goodBehaviour_tooltip_LoweredRate	Gevangenen komen in aanmerking voor strafvermindering als hun recidivecijfer met de aangegeven hoeveelheid is verlaagd.
sentences_tooltip_criteriaMet	Pas deze waarde aan om te bepalen aan welke criteria een gevangene moet voldoen om zijn straf aangepast te krijgen.
work_and_education	Werk en training
d11_work_experience	Werkervaring
experience_WorkCook	Kookervaring
experience_WorkCleaner	Schoonmaakervaring
experience_WorkCraftsman	Ambachtservaring
experience_WorkLabourer	Arbeidservaring
experience_WorkRCS	Klantenservice-ervaring
experience_WorkReform	Door dit programma te voltooien, wordt de werkervaring van de gevangene met 50% verhoogd op het gebied van *X.
experience_WorkCook_desc	Gevangenen die 50% ervaring hebben in dit veld kunnen direct aan het werk in keukens, restaurants of bakkerijen. Meer ervaring verhoogt ook hun efficiëntie in gerelateerde taken.
experience_WorkCleaner_desc	Gevangenen doen ervaring op in dit veld dat hun efficiëntie verhoogt in schoonmaaktaken.
experience_WorkCraftsman_desc	Gevangenen die 50% ervaring hebben in dit veld kunnen direct aan het werk in de werkplaats. Meer ervaring verhoogt ook hun efficiëntie.
experience_WorkLabourer_desc	Gevangenen doen ervaring op in dit veld dat hun efficiëntie verhoogt in handenarbeidstaken.
experience_WorkRCS_desc	Gevangenen die 50% ervaring hebben in dit veld kunnen direct deelnemen aan het drie-overtredingenprogramma en onderhoudswerkzaamheden. Meer ervaring verhoogt ook hun efficiëntie in klantenservicetaken.
d11_cleaner	Schoonmaker
d11_craftsman	Ambachtsman
d11_labourer	Arbeider
d11_RACS	Klantenservice
experiencefactor_FactorWorkExperience	Heeft *X% werkervaring in alle expertises
d11_reform_average_reoffending_rate_x_days	Gemiddeld recidivepercentage (-*X dagen)
d11_reform_average_punishment_grade	Gemiddeld cijfer straf
d11_reform_average_health_grade	Gemiddeld cijfer gezondheid
d11_reform_average_security_grade	Gemiddeld cijfer beveiliging
d11_reform_average_exp_grade	Gemiddeld cijfer werkervaring
d11_reform_average_reform_grade	Gemiddeld cijfer hervorming
d11_reform_progrom_live	Live hervormingsprogramma's
d11_reform_program_places	Plaatsen hervormingsprogramma
d11_reform_program_attendance	Opkomst hervormingsprogramma
d11_reform_program_pass_rate	Slagingspercentage hervormingsprogramma
d11_reform_released_prisoners_design_info	Wanneer een gevangene wordt vrijgelaten uit de gevangenis, word je op de hoogte gehouden van zijn handelingen, afhankelijk van of hij is gerecidiveerd of hervormd en werk heeft gevonden. Op basis daarvan wordt je gevangenis respectievelijk beloond of beboet.
d11_reform_prisoners_action_reformed	HERVORMD!
d11_reform_prisoners_action_reoffended	GERECIDIVEERD!
d11_reform_prisoners_action_reoffended_returned	*X is teruggestuurd naar je gevangenis.
d11_reform_prisoners_outcome_reformed	Heeft werk gevonden in een *X in de stad.
d11_reform_prisoners_outcome_reoffended	Is gearresteerd en wordt teruggestuurd naar de gevangenis.
d11_reform_prisoners_outcome_reoffended_returned	Wees voorzichtig, want gevangenen worden gevaarlijker naarmate ze vaker gevangen zitten.
d11_reform_reformed_prisoner_rewards	Beloningen hervormde gevangenen (gisteren)
d11_reform_reformed_reoffending_prisoner_fines	Boetes recidiverende gevangenen (gisteren)
d11_reform_reoffending_stats_title	Statistieken recidivepercentage
d11_reform_initial_reoffending_chance	Oorspronkelijk recidivepercentage:
d11_reform_current_reoffending_chance	Huidig recidivepercentage:
d11_reform_reoffending_chance_delta	Verandering recidivepercentage:
d11_reform_job_outcome_cook	Restaurant
d11_reform_job_outcome_cleaner	Schoonmaakbedrijf
d11_reform_job_outcome_craftsman	Fabriek
d11_reform_job_outcome_labourer	Bouwbedrijf
d11_reform_job_outcome_RAC	Winkelcentrum
d11_reform_job_outcome_default	Postkantoor
d11_reform_required_reoffending_rate_title	Percentage vervroegde vrijlatingen afgekeurd:
d11_reform_no_prisoners_found	Geen gevangenen gevonden!
d11_all_prisoner_wages	Lonen van alle gevangenen
d11_report_policy_wage_hint	Hogere lonen motiveren gevangenen om deel te nemen aan gevangenisarbeid en werkgerelateerde programma's.
d11_wage	Loon
d11_adjust_wage_description	Gevangenen krijgen loon betaald voor hun deelname aan taken in de gevangenis. Loon kan afzonderlijk worden aangepast of globaal voor iedere soort taak. Omdat verschillende taken verschillende hoeveelheden training vereisen, kun je het uurloon ook verhogen voor gevangenen in rollen die meer vaardigheid vereisen.
d11_intake_arrival_caption	Aankomst toestroom
d11_intake_arrival_tooltip	Een nieuwe toestroom gevangenen arriveert standaard om 8 uur 's ochtends. Met deze optie kun je deze tijd aanpassen aan de behoeftes van je gevangenis.
d11_intake_restrictions_caption	Toestroombeperkingen verwijderen
d11_intake_restrictions_tooltip	Problematische gebeurtenissen, zoals rellen of een personeelsstaking, zetten gewoonlijk de toestroom van gevangenen stop tot de volgende dag. Met deze optie kunnen gevangenen in alle omstandigheden naar je gevangenis worden gestuurd zolang er een leveringszone beschikbaar is.
rapsheet_stint	Straftijd
reform_reward	Beloning gevangene hervormd
help_warning_prisonerreleased	Hervormingsprogramma's zijn een belangrijk onderdeel voor gevangenen om te re-integreren in de samenleving. Sommige delictplegers zullen een nieuw leven beginnen terwijl andere terugvallen in hun oude leven en recidiveren. Hervormde gevangenen leveren een extra geldbeloning op, maar sommige gevangenen die recidiveren kunnen terugkeren naar je gevangenis. Je betaalt niet alleen een boete voor hun mislukte hervorming, maar mogelijk hebben ze ook nog meer slechte gewoontes opgepikt in de buitenwereld.
finances_category_reformed	Hervormde gevangenen
finances_category_reoffended	Recidiveboetes
finances_category_prisonerbonus	Subsidiebonus voor gevangene
d11_labour_management	Arbeidsbeheer
d11_LabourManagementDescription	Met dit menu kun je bepalen welke gevangenen hier mogen werken, de werktijden aanpassen en opties gebruiken om snel bewakers in te zetten.
d11_HighestSecurityLevel	Hoogste beveiligingsniveau
d11_LabourManagement_RegimeActivity_hint	Kies de beschikbare dagroostervakken waarin klanten kunnen arriveren. Je kunt Werk, Vrije tijd of beide kiezen.
d11_LabourManagement_HighestSecurityLevel_hint	Het maximale beveiligingsniveau van gevangenen die hier mogen werken. De beveiligingssector van de ruimte kan niet worden overschreven.
d11_LabourManagement_GuardDeployment_hint	Een snelle manier om bewakers aan het gebied toe te wijzen terwijl er burgers aanwezig zijn.
d11_dollar_per_hour	$*X per uur
d11_incomplete	Onvolledig
d11_restaurant_payment_desc	Civiele handel
finances_category_civilian_commerce	Civiele handel
d11_mealquality	Kwaliteit maaltijden
policy_staff_keys	Personeel sleutels toestaan
d11_report_policy_staffKeys_hint	Als dit is ingeschakeld, dragen alle personeelsleden sleutels bij zich.\nHoewel deze optie, indien geselecteerd, de efficiëntie in de gevangenis verhoogt,\nlevert het ook een veiligheidsrisico op omdat er meer sleutels in omloop zijn.
codex_new_uniformColour	Uniformkleur:
codex_new_defaultColour	Standaardkleur:
objectiveWindow_FilterButton_2_title	Over tweede kansen
objectiveWindow_FilterButton_2_toolTip	Hulp en informatie met betrekking tot de Tweede kansen DLC.
objective_WorkCredentials	Werkervaring
objective_WorkCredentials_child_1	Eerdere werkervaring van gevangenen
objective_WorkCredentials_child_1_Description	Voordat ze in de gevangenis belanden, kunnen gevangenen tot het maximale beveiligingsniveau bepaalde soorten ervaring hebben vanwege eerdere beroepen. Gevangenen die een achtergrond hebben in een bepaald veld kunnen deelnemen aan een baan die betrekking heeft op hun ervaring zonder dat ze het bijbehorende trainingsprogramma hoeven te volgen.
objective_WorkCredentials_child_2	Het effect van werkervaring op gevangenen
objective_WorkCredentials_child_2_Description	Het verdienen van werkervaring biedt bepaalde reputaties en kan ervoor zorgen dat de training overgeslagen mag worden, als die nog niet is voltooid.\n\nKoks kunnen de reputaties 'Ervaren vechter' en 'Met connecties' ontvangen en mogen de Keukenveiligheidstraining overslaan.\n\nSchoonmakers kunnen de reputaties 'Snel' en 'Netjes' ontvangen.\n\nAmbachtslieden kunnen de reputaties 'Workaholic' en 'Ervaren vechter' verdienen en mogen de werkplaatstraining overslaan.\n\nArbeiders kunnen de reputaties 'Sterk' en 'Zware jongen' ontvangen.\n\nKlantenservicepersoneel kan de reputaties 'Aanstichter' en 'Prediker' ontvangen en mag de training voor sociale taken en programma's overslaan.
objective_WorkExperience	Werkervaring
objective_WorkExperience_child_2_Description	Er zijn 3 manieren waarop gevangenen werkervaring kunnen opdoen:\n\nTrainingsprogramma's - Gevangenen die 1 van de 3 trainingsprogramma's voltooien (werkplaatsveiligheid-, keukenveiligheid- of drie-overtredingentraining), ontvangen 50% van de ervaring die nodig is in het betreffende veld (respectievelijk koken, ambachtsman of klantenservice).\n\nEerdere werkervaring - Een gevangene kan in de gevangenis aankomen met eerdere ervaring in het relevante veld.\n\nGevangenisarbeid - Een gevangene die deelneemt aan arbeidstaken doet ervaring op in het betreffende veld.
objective_NewRooms	Nieuwe kamers
objective_NewRooms_child_4_Description	De bakkerij geeft gevangenen de mogelijkheid om bestaande en nieuwe soorten smokkelwaar te verzamelen. Omdat er een aanzienlijk aantal gevangenen en burgers aanwezig kunnen zijn, bestaat er een kans dat gevangenen gewelddadig worden in bepaalde gevallen.
objective_NewRooms_child_8_Description	Het restaurant geeft gevangenen de mogelijkheid om bestaande en nieuwe soorten smokkelwaar te verzamelen. Omdat er een aanzienlijk aantal gevangenen en burgers aanwezig kunnen zijn, bestaat er een kans dat gevangenen gewelddadig worden in bepaalde gevallen.
objective_ScaredStraight	Drie-overtredingenprogramma
objective_ScaredStraight_child_1	Gevangenen trainen voor het programma
objective_ScaredStraight_child_2	Hoe het programma werkt
objective_ScaredStraight_child_2_Description	Het programma nodigt burgers uit in de gevangenis na hun laatste waarschuwing van de autoriteiten, om rechtstreeks van gevangenen te horen hoe het is om in de gevangenis te zitten. Gevangenen en burgers vormen twee groepen tijdens de sessie. Gevangenen benaderen de groep om hun kennis en verhalen te delen en duidelijk te maken dat de gevangenis vermeden moet worden.\n\nEen bewaker ziet erop toe dat de groepssessies soepel en ordelijk verlopen.
objective_ScaredStraight_child_3	Voordelen van het voltooien van het programma
objective_ScaredStraight_child_3_Description	Gevangenen ontvangen een kleine boost voor hun recidivecijfer en de gepaste toename van hun werkervaring voor het succesvol afronden van het programma. Daarnaast ontvangen gevangenen ook een vermindering van hun kookpunt, en een bonus voor hun behoeften Familie en/of Vrijheid.
objective_BehaviouralPrograms	Nieuwe gedragsprogramma's
objective_BehaviouralPrograms_child_1	Dierentherapieprogramma
objective_BehaviouralPrograms_child_1_Description	Dierentherapie is vergelijkbaar met andere bestaande programma's, maar geeft extra boosts aan gevangenen die de cursus voltooien.\n\nHet programma is verdeeld over meerdere sessies. Gevangenen die het programma bijwonen en voltooien, krijgen een vermindering van hun recidivecijfer, een vermindering van hun kookpunt, een kleine boost voor Comfort-, Vrijheid- en Luxe-behoeften, en maken kans om hun eventuele negatieve Reputatie verwijderd te krijgen.
objective_BehaviouralPrograms_child_2	Bemiddelingsprogramma
objective_BehaviouralPrograms_child_3	Ex-gevangenenprogramma
objective_SentenceReductions	Strafverminderingen en -verlengingen
objective_SentenceReductions_child_1	De straffen van gevangenen verminderen en verlengen op basis van gedrag
objective_ReleasedPrisoners	Vrijgelaten gevangenen
objective_ReleasedPrisoners_child_1	Beloningen en straffen voor hervorming en recidive
objective_ReleasedPrisoners_child_1_Description	Vrijgelaten gevangenen beginnen een nieuw leven of vallen terug in oude gewoontes en keren terug naar de gevangenis.\n\nVoor elke gevangene die met succes hervormd wordt, ontvang je een geldbonus.\n\nVoor elke gevangene die recidiveert en terugkeert naar de gevangenis, ontvang je een boete voor hun mislukte hervorming.
objective_ReleasedPrisoners_child_2	Terugkerende gevangenen
objective_LabourWages	Loon gevangenisarbeid
objective_LabourWages_child_1	Arbeidsloon aanpassen en de effecten
objective_PrisonerGrantBonus	Subsidiebonus voor gevangene
objective_PrisonerGrantBonus_child_1	Voordelen van verlaagde recidivecijfers
objective_PrisonerGrantBonus_child_1_Description	Gevangenissen met een succesvol hervormingsprogramma worden erkend voor hun lage recidivecijfers met een hogere uitbetaling per gevangene per dag. Hoe lager het cijfer, hoe hoger de dagelijkse bonus.\nDeze extra inkomsten zijn te vinden in het Financiën-menu onder de naam 'Subsidiebonus voor gevangene'.
crisisToolbarTitle_DrugBust	Drugsdoorzoeking
buildtoolbar_DrugBust	Drugsdoorzoeking
buildtoolbar_tooltip_DrugBust	Kies een bevel aan alle beschikbare hondentrainers om de gevangenis te doorzoeken naar verborgen drugs.
drug_bust_underway	DRUGSDOORZOEKING AAN DE GANG
objective_grant_bakeryProduction	Bakkerijproductievaardigheden
objective_grant_bakeryProduction_description	Het bakken en verkopen van lekkere producten aan betalende klanten is zowel een vaardigheid als een prestatie voor gevangenen die op zoek zijn naar een potentiële loopbaan na hun vrijlating.\n\nGevangenen verdienen loon en de gevangenis maakt omzet.
objective_grant_bakeryProduction_bakery	Bouw een bakkerij
objective_grant_bakeryProduction_bakedGoods	Verkoop 25 gebakken goederen aan klanten
objective_grant_restaurantService	Restaurant-dienstschema
objective_grant_restaurantService_description	Door gevangenen de kans te geven om loon te verdienen en burgers een dienst te bewijzen, kun je enige normaliteit terugbrengen in hun gevangenisleven.\n\nDaarnaast heeft de gevangenis profijt van de omzet die gemaakt wordt met de verkoop van producten.
objective_grant_restaurantService_restaurant	Bouw een restaurant
objective_grant_restaurantService_serveCustomers	Bedien 30 burgers
objective_grant_reformedPrisoner	Initiatief hervormde gevangene
objective_grant_reformedPrisoner_description	De overheid wil de voordelen van het investeren in gevangenissen onder de aandacht brengen. Het plan is om te pronken met gevangenissen die hun gevangenen weten te hervormen.\n\nEx-gevangenenprogramma's zijn een belangrijke factor voor gevangenen die hervormd worden nadat ze uit de gevangenis komen. Bied gevangenen de beste kans om hun leven te verbeteren.
objective_grant_reformedPrisoner_reformedPrisoners	Bereik 100 hervormde gevangenen na vrijlating
objective_grant_prisonerReoffendRate	Recidivecijfer van gevangenen
objective_grant_prisonerReoffendRate_description	Het verlagen van het recidivecijfer van gevangenen is voor iedereen goed. De waarschijnlijkheid dat gevangenen recidiveren wordt verminderd als ze goede gezondheidszorg ontvangen, mogelijkheden toegediend krijgen in levensvaardigheden en hervormingsprogramma's en beschermd worden tegen letsel door degelijke beveiliging.
objective_grant_prisonerReoffendRate_reduceRate	Verlaag het gemiddelde recidivepercentage naar 30%
