
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建
object_officedesk	辦公桌
object_filingcabinet	文件櫃
object_medicalbed	醫用病床
object_morgueslab	停屍台
object_equipment	設備
object_prop	道具
object_dummy	假人
object_powerstation	發電站
object_capacitor	電容器
object_electricalcable	電纜
object_powerswitch	電源開關
object_logiccircuit	邏輯電路
object_logicbridge	邏輯電橋
object_waterpumpstation	水泵站
object_pipevalve	管閥
object_pipelarge	大型管道
object_pipesmall	小型管道
object_drain	排水管
object_metaldetector	金屬探測器
object_weightsbench	舉重床
object_phonebooth	電話亭
object_tv	電視
object_largetv	大螢幕電視
object_pooltable	檯球桌
object_polaroid	快照
object_cctv	閉路電視
object_cctvmonitor	閉路電視監視器
object_laundrymachine	洗衣機
object_laundrybasket	洗衣籃
object_ironingboard	熨衣板
object_visitortable	訪客會見台
object_visitortablesecure	訪客亭
object_workshopsaw	車間鋸台
object_workshoppress	車間沖床
object_carpentertable	木工作業台
object_boombox	立體聲揚聲器
object_guardlocker	警衛儲物櫃
object_sofachairsingle	沙發
object_sofachairdouble	寬沙發
object_drinkmachine	飲料機
object_arcadecabinet	街機遊戲機
object_radio	收音機
object_radiator	暖氣
object_bookshelflarge	圖書館書架
object_weaponrack	武器架
object_treestump	樹樁
object_schooldesk	課桌
object_superiorbed	高級睡床
object_doorcontrolsystem	門禁控制系統
object_phonemonitor	電話監聽
object_servo	門禁伺服系統
object_doortimer	門禁計時器
object_pressurepad	壓力墊
object_statuslight	狀態指示燈
object_wire	連接
object_dismantleobject	拆除物品
object_dismantleutility	拆除公用事業設施
object_sellobject	出售物品
object_canceljobs	取消任務
object_showallwires	顯示電線
object_tidywires	整理電線
object_cutscenepolaroid	情境快照
object_cutscenecamera	情境攝像機
object_cutscenecue	情境提示
object_cutscenecaption	影片字幕
object_foodwaste	餐廚垃圾
object_altar	祭壇
object_pews	教堂靠背長凳
object_prayermat	祈禱跪墊
object_paroleofficer	假釋官
object_parolelawyer	假釋律師
object_spiritualleader	精神領袖
object_librarybookshelf	圖書館書架
object_librarybookunsorted	圖書館書籍（未分選）
object_librarybooksorted	圖書館書籍（已分選）
object_sortingtable	分選台
object_ruinedbook	破損書籍
object_foodbowl	食物
object_appealslawyer	上訴律師
object_appealsmagistrate	上訴裁判官
object_mailsatchel	郵件挎包
object_mailunsorted	未分選郵件
object_mailsorted	已分選郵件
object_prisonermail	郵件
object_prisonermailopened	郵件（已打開）
object_shopfront	店面
object_shopgoods	商店商品
object_shopshelf	商店貨架
object_playmat	遊戲墊
object_guardtower	守衛塔
object_waterboiler	熱水器
object_pipehotwater	熱水管
object_stafffood	員工餐
object_stafffoodboxed	員工餐
object_newspaper	報紙
object_strikefire	抗爭之火


material_none	無
material_building	建築（磚）
material_buildingconcrete	建築（混凝土）
material_demolish	鏟平
material_clearindoorarea	清除室內區域
material_demolishwalls	拆除牆壁
material_removetunnels	移除地道
material_canceljobs	取消任務
material_dirt	土
material_sand	沙
material_pavingstone	鋪路石
material_grass	草
material_gravel	砂礫
material_road	道路
material_roadmarkings	道路標記
material_roadmarkingsleft	道路標記（左）
material_roadmarkingsright	道路標記（右）
material_stone	石
material_fence	圍欄
material_concretetiles	混凝土地磚
material_concretefloor	混凝土地板
material_woodenfloor	木地板
material_ceramicfloor	瓷砖地板
material_mosaicfloor	馬賽克地板
material_metalfloor	金屬地板
material_marbletiles	大理石地磚
material_whitetiles	白色地磚
material_fancytiles	花式地磚
material_concretewall	混凝土牆
material_brickwall	磚牆
material_perimeterwall	圍牆
material_burntfloor	被燒的地板
material_burntwall	被燒的牆
material_buildingframe	建築框架
material_roof	屋頂
material_water	水

room_none	無
room_cell	牢房
room_holdingcell	拘留室
room_solitary	單人牢房
room_superiorcell	高級牢房
room_dormitory	宿舍
room_familycell	家庭牢房
room_sharedcell	集體牢房
room_canteen	食堂
room_canteen_staff	員工食堂
room_kitchen	廚房
room_shower	淋浴間
room_yard	庭院
room_storage	儲藏室
room_deliveries	交貨
room_garbage	垃圾
room_execution	死刑
room_workshop	車間
room_security	安全
room_office	辦公室
room_medicalward	醫務室
room_morgue	太平間
room_commonroom	公共活動室
room_laundry	洗衣房
room_visitation	探視
room_cleaningcupboard	清潔櫥櫃
room_kennel	犬舍
room_armoury	槍械庫
room_staffroom	員工休息室
room_library	圖書館
room_forestry	林地
room_classroom	教室
room_exports	外銷產品
room_chapel	教堂
room_intake	接待室
room_clearrooms	清除房間
room_paroleroom	假釋
room_mailroom	收發室
room_shop	商店
room_nursery	育兒室

equipment_none	無
equipment_fists	拳頭
equipment_baton	警棍
equipment_club	棍棒
equipment_shank	小刀
equipment_knife	尖刀
equipment_fork	叉子
equipment_gun	手槍
equipment_spoon	勺子
equipment_needle	針
equipment_booze	烈酒
equipment_poison	毒藥
equipment_cigs	香煙
equipment_saw	鋸
equipment_jailkeys	監獄鑰匙
equipment_mobilephone	手機
equipment_lighter	打火機
equipment_screwdriver	螺絲刀
equipment_drugs	毒品
equipment_sheers	大剪刀
equipment_mop	拖把
equipment_rake	耙子
equipment_hose	軟管
equipment_spatula	抹刀
equipment_woodenspoon	木勺
equipment_cleaningbrush	清潔刷
equipment_hammer	錘子
equipment_clipboard	寫字夾板
equipment_drill	鑽頭
equipment_pianowire	鋼琴絲
equipment_scissors	剪刀
equipment_medicine	藥品
equipment_shotgun	霰彈槍
equipment_moneybag	錢袋
equipment_tazer	泰瑟槍
equipment_guarduniform	警衛制服
equipment_stabvest	防刺背心
equipment_rifle	來復槍
equipment_dogleash	狗鏈
equipment_assaultrifle	突擊來復槍
equipment_woodenpickaxe	木鎬
equipment_cbradio	對講機
equipment_axe	斧頭
equipment_spade	鏟子
equipment_book	書本
equipment_megaphone	擴音器
equipment_magazine	雜誌
equipment_batteringram	破門槌
equipment_iron	熨斗
equipment_microphone	麥克風
equipment_torch	火把
equipment_bookclosed	書本

research_requires_short	需要 *X

reformprogram_workshopinduction	車間安全上崗培訓
reformprogram_foundationeducation	基礎教育課程
reformprogram_generaleducation	通識教育資格
reformprogram_carpentry	木工學徒資格
reformprogram_kitcheninduction	廚房安全與衛生
reformprogram_therapy	行為治療
reformprogram_methadone	毒癮藥物治療
reformprogram_alcoholicsmeeting	酗酒者集體治療
reformprogram_tazertraining	警衛泰瑟槍認證
reformprogram_spiritualguidance	精神指引
reformprogram_parolehearing	假釋聽證會
reformprogram_deathrowappeal	死囚區上訴

reformprogram_tazertrained	已認證：泰瑟槍

reformprogram_workshopinduction_text	安全第一！囚犯必須通過此課程，才能獲准在車間工作。
reformprogram_foundationeducation_text	許多囚犯甚至缺乏最基礎的閱讀、寫作和數學技能。此課程將使囚犯達到這一水準。獲得通過的囚犯可在圖書館工作。
reformprogram_carpentry_text	一項複雜的商業技能，需要良好的實踐能力。合格的囚犯可以利用這項技能在木工作業台上創造高價值的木製品。
reformprogram_kitcheninduction_text	如果要同時為數百人提供餐飲服務，食品標準是非常重要的。囚犯必須完成此課程，才能獲准在廚房工作。
reformprogram_therapy_text	囚犯往往很難控制自己的暴力本性。這些與監獄心理學家進行的一對一會談的目的是，為他們提供必要的工具，讓他們能夠在事態發展成暴力事件之前降級其身處的任何情況。
reformprogram_methadone_text	此課程將使用 5 種藥理代用品，來治療囚犯的毒癮。每次治療均可幫助囚犯抑制毒癮需求，而完成此課程將有望完全清除毒癮。
reformprogram_alcoholicsmeeting_text	酗酒者集體治療會議。有助於減少對酒精的渴望。不可能完全消除需求。
reformprogram_parolehearing_text	決定囚犯是否有資格提前釋放的聽證會。成功釋放（即囚犯不會再度犯罪）將帶來豐厚的獎勵。
reformprogram_spiritualguidance_text	有些囚犯信仰宗教或在生活中對於靈性具有普遍需求。引進當地社區的一位精神領袖，以透過祈禱指引囚犯，並在他們之中灌輸安寧平靜的感覺。

reformerror_unscheduled	未編入日程
reformerror_noroom	沒有找到房間
reformerror_nofreetimeslot	所有房間均已預訂
reformerror_staffonly	所有房間均為工作人員專用
reformerror_noobjects	沒有設備
reformerror_noregimetime	沒有管理制度時間空檔
reformerror_noteachers	沒有教師

reform_interested	*X 人有興趣
reform_interested_qualified	*X 人有興趣/合格
reform_queued	*X 人在隊列中
reform_completion	- *X 人已完成 - *Y 人已通過 (*P%)
reform_locked	已鎖定
reform_start	開始
reform_costpersession	每次上課 *X 人
reform_placespersession	*X 個地方/授課 *Y 次
reform_program_starting	即將開始
reform_program_active	活動
reform_program_paused	已暫停
reform_program_stop	停止
reform_program_ledby	- 在 *Z 中由 *P 帶領
reform_program_ledwith	- 由 *S 協助
reform_program_length	- 課程時長：*X 小時
reform_program_requirements	- 每名囚犯均需要 *X
reform_program_requirements_alt	- 每名囚犯均需要 *X 或 *Y
reform_program_prereqs	囚犯必須已經完成：
reform_program_research_required	需要：*X

reform_program_intake_none	無
reform_program_intake_mandatory	強制性
reform_program_intake_voluntary	自主性
reform_program_intake_referralviolence	推薦課程：暴力
reform_program_intake_referraldrugaddiction	推薦課程：毒癮
reform_program_intake_referralalcoholism	推薦課程：酗酒
reform_program_intake_guards	僅面向警衛
reform_program_intake_parole	服刑期滿 50% 和 75% 以後
reform_program_intake_needrequired	每名囚犯在加入前均具有特定的需求
reform_program_intake_deathrow	囚犯位於死囚區

reform_program_properties_canhireexternally	可以外聘
reform_program_properties_studentssit	學生就座
reform_program_properties_academic	學術
reform_program_properties_practical	實踐
reform_program_properties_repeatable	可重複
reform_program_properties_passive	消極
reform_program_properties_staffonly	工作人員專用
reform_program_properties_outsideofwork	可能在工作時間以外
reform_program_properties_teacherssit	教師就座
reform_program_properties_canescortstudent	學生可由警衛押送

reform_program_waittime	每 *T 天僅可做一次

reform_program_difficulty_easy	- 簡單
reform_program_difficulty_intermediate	- 中級
reform_program_difficulty_advanced	- 進階
reform_program_difficulty_expert	- 專家

regime_nothing	監禁
regime_sleep	睡覺
regime_eat	吃飯
regime_shower	淋浴間
regime_yard	庭院
regime_work	工作／休閒時間
regime_lockdown	禁閉
regime_freetime	空閒時間
regime_currenttime	現在
regime_unspecified	未指定
regime_worklockdown	工作／監禁

regimetooltip_nothing	囚犯被關在牢房中。他們無事可做，只能反思他們曾經做出的那些導致他們來到這裡的選擇。\n\n即使對於最聲名狼藉的囚犯，長時間監禁也可以是決定性的懲罰。
regimetooltip_sleep	囚犯被關在牢房中，燈光將會熄滅。所有人都去睡覺。\n\n挖掘越獄地道的人除外...
regimetooltip_eat	囚犯將前往最近的可用食堂，並坐下來享用午餐。\n\n囚犯獲准使用食堂內所有設施。吃飽飯後，他們可以在監獄內自由走動。
regimetooltip_shower	囚犯脫掉衣服進入淋浴間。每天的淋浴時間對囚犯的衛生至關重要，但有些囚犯除非被迫，否則根本不願意洗澡。洗完澡後，囚犯可以在監獄內自由走動。
