# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	完整更新記錄
objective_ScaredStraight_child_1	為該課程培訓囚犯
objective_ScaredStraight_child_2	課程如何運作
objective_ScaredStraight_child_2_Description	該課程邀請已受到法律最後警告的平民進入監獄，直接從囚犯那裡瞭解監獄生活的實際情況。囚犯和平民在交流期間分成兩組。囚犯會輪流加入小組，分享他們誤入歧途的經歷和故事。\n\n一名警衛將監督小組交流是否順利和有序的進行。
objective_ScaredStraight_child_3	完成課程的獎勵
objective_ScaredStraight_child_3_Description	囚犯順利完成該課程後，再犯罪率會有小幅提高，工作經驗也會有所增加。此外，囚犯的爆發點會降低，同時獲得家庭和自由需求的獎勵。
objective_BehaviouralPrograms	全新的行為課程
objective_BehaviouralPrograms_child_1	動物療法課程
objective_BehaviouralPrograms_child_1_Description	動物療法與其他現有課程相似，但會為成功完成該課程的囚犯帶來額外的提升。\n\n該課程分多次課程進行。參加並完成課程的囚犯再犯罪率降低，爆發點降低，獲得舒適、自由和奢侈需求的小幅提升，並有機會消除囚犯目前可能存在的任何負面聲譽。
objective_BehaviouralPrograms_child_2	衝突解決課程
objective_BehaviouralPrograms_child_3	已釋放人員顧問
objective_SentenceReductions	刑期的縮短和延長
objective_SentenceReductions_child_1	透過囚犯的行為延長或縮短刑期
objective_ReleasedPrisoners	已釋放的囚犯
objective_ReleasedPrisoners_child_1	改造和再犯罪的獎勵和懲罰
objective_ReleasedPrisoners_child_1_Description	已被釋放的囚犯要麼開始新的生活，要麼重操舊業，重新回到監獄。\n\n每一個成功改造的囚犯，監獄都會得到一筆現金獎勵。\n\n每一個再犯罪並送回監獄的囚犯，監獄會因改造失敗而被罰款。
objective_ReleasedPrisoners_child_2	被送回監獄的囚犯
objective_LabourWages	獄中勞役工資
objective_LabourWages_child_1	勞役工資的調整及影響
objective_PrisonerGrantBonus	囚犯津貼
objective_PrisonerGrantBonus_child_1	低再犯罪率獎勵
objective_PrisonerGrantBonus_child_1_Description	如果一個監獄擁有成功的改造課程，外界會根據其再犯罪率低而提高每日每名囚犯產生的獎勵價值。犯罪率越低，日獎金則越高。\n該額外收入可以在財政功能表中的囚犯津貼中找到。
crisisToolbarTitle_DrugBust	毒品搜查
buildtoolbar_DrugBust	毒品搜查
buildtoolbar_tooltip_DrugBust	給所有待命的訓犬師下達指令搜查監獄是否有任何藏匿的毒品。
drug_bust_underway	毒品搜查中
objective_grant_bakeryProduction	麵包坊生產技能
objective_grant_bakeryProduction_description	對於出獄後尋找潛在職業道路的囚犯來說，製作和銷售美味的食品既是一種技能，也是一種成就。\n\n囚犯會得到工資，監獄會有收入。
objective_grant_bakeryProduction_bakery	建造一個麵包坊
objective_grant_bakeryProduction_bakedGoods	向顧客出售 25 個烘焙食品
objective_grant_restaurantService	餐廳服務課程
objective_grant_restaurantService_description	讓囚犯有機會掙錢，並為探監的平民提供服務是讓囚犯回歸正常生活的好方法。\n\n監獄還將從銷售產品所帶來的收入中獲益。
objective_grant_restaurantService_restaurant	建造一個餐廳
objective_grant_restaurantService_serveCustomers	為 30 名平民提供服務
objective_grant_reformedPrisoner	已改造囚犯課程
objective_grant_reformedPrisoner_description	政府著眼於投資囚犯的深遠影響，並希望樹立成功改造囚犯的監獄典範。\n\n已改造囚犯課程為囚犯出獄後的改造有至關重要的作用。為囚犯提供最好的機會來改變他們的生活。
objective_grant_reformedPrisoner_reformedPrisoners	成功改造 100 名已釋放囚犯
objective_grant_prisonerReoffendRate	囚犯再犯罪率
objective_grant_prisonerReoffendRate_description	降低囚犯的再犯罪率對所有人都有好處。如果囚犯在醫療健康方面得到妥善的照顧，獲得生活技能和參與改造課程，並透過充分的安全保障使他們免受傷害，那麼他們再犯罪的可能性就會降低。
objective_grant_prisonerReoffendRate_reduceRate	將平均再犯罪率降低至30%
objective_grant_reformProgramResearch	改造課程調查
objective_grant_reformProgramResearch_description	初步研究表明，減少暴力傾向和避免衝突的課程能為囚犯成功重新融入社會提供良好的機會。\n\n設立一系列改造課程，調查其積極影響。
objective_grant_reformProgramResearch_enrollAnimalTherapy	登記 10 名接受動物療法的囚犯
objective_grant_reformProgramResearch_passAnimalTherapy	1 名囚犯通過了動物療法
objective_grant_reformProgramResearch_enrollJuvenileCorrection	登記 10 名參加三振出局課程的囚犯
objective_grant_reformProgramResearch_passJuvenileCorrection	囚犯通過了三振出局課程
objective_grant_reformProgramResearch_enrollPrisonerConsultation	登記 10 名參加已改造囚犯顧問課程的囚犯
objective_grant_reformProgramResearch_passPrisonerConsultation	1 名囚犯通過了已改造囚犯顧問課程
grant_category_ReformPassed	至少有一名囚犯通過
dlc_name_shelby	改過自新
d11_reform_design_info	再犯罪率越低，囚犯改造成功的機會就越大。為了降低囚犯的再犯罪率，最好的辦法是根據他們的健康狀況，透過改造課程、獲得的工作經驗以及類似的積分來提高囚犯的等級。更多資訊可以在下面找到。
d11_reform_punishment_grade_tooltip_title	平均懲罰等級
d11_reform_reform_grade_tooltip_title	平均改造等級
d11_reform_work_exp_grade_tooltip_title	平均工作經驗等級
d11_reform_security_grade_tooltip_title	平均安全等級
d11_reform_health_grade_tooltip_title	平均健康等級
reformProgram_ConflictResolution_text	一名改過自新的刑釋人員會跟囚犯講述刑滿釋放後可能遇到的困難。他會透過情境再現的方式向囚犯還原各種問題場景，並指導他們避免訴諸暴力。
d11_LabourManagement_MealType_hint	顧客願意為高品質產品花更多的錢，同時也會更滿意，但是高品質意味著需要更長的烹飪時間。
objective_WorkExperience_child_1	工作經驗簡介
objective_WorkExperience_child_1_Description	現在，囚犯的工作經驗會登記在案，這有助於他們完成改造，成為模範公民，也有助於提升他們的監獄生活。例如，在獲得特定領域的經驗後，囚犯會比以前更有效地完成該領域的相關工作。在烹飪、工匠或顧客服務方面擁有 50% 經驗的囚犯不需要經過培訓即可從事任何相關的工作。囚犯在任何工作領域的經驗達到 50% 和 100% 時，也會獲得再犯罪率積分。
objective_WorkExperience_child_2	如何獲得工作經驗
objective_NewRooms_child_2	全新房間：可在相關房間工作的囚犯
objective_NewRooms_child_2_Description	具有顧客服務或烹飪經驗的囚犯可以在麵包坊或餐廳工作。這兩個領域所需的經驗等級為 50%，囚犯完成適當的培訓計畫後即可達到相應等級。
objective_NewRooms_child_3	全新房間：管理這些房間
objective_NewRooms_child_9	餐廳：顧客滿意度
objective_BehaviouralPrograms_child_2_Description	衝突解決課程的目的是教育囚犯如何在不訴諸暴力的情況下以最佳方式解決現實世界的問題。該課程由已釋放人員指導，讓課程更加開放和具有建設性。課程分多次進行。順利完成課程後，囚犯的再犯罪率降低，爆發點降低，並有機會消除任何影響聲譽的暴力傾向。
objective_BehaviouralPrograms_child_3_Description	出獄並成功改造而後被釋放的人員會被邀請回來為被關押的囚犯演講。囚犯聽到「過來人」的感悟，會更加觸動，更願意敞開心扉與有同樣經歷的老師分享自己的想法。\n\n課程分多次進行。順利完成課程後，囚犯的再犯罪率降低，改善或減少諸如家庭、自由和安全的特定需求，並有機會消除任何影響聲譽的負面行為。
objective_LabourWages_child_1_Description	囚犯從事任何一項勞役工作，都會獲得時薪。勞役工作所需的培訓強度從不需要培訓到需要多次培訓不等。\n您可以透過財政功能表，調整每種勞役類型的工資。工資越高越會激勵囚犯參加獄中勞役和工作相關的課程。
object_JackOLantern	南瓜燈
object_DecoratedTree	帶裝飾的樹（陰森恐怖）
object_CoffinBed	棺材床
object_SpiderWeb	蜘蛛網
buildtoolbar_popup_obj_JackOLantern	令人毛骨悚然的光源，可能還可以吃。
buildtoolbar_popup_obj_DecoratedTree	一棵陰森恐怖的古樹，上面配有裝飾物。
buildtoolbar_popup_obj_CoffinBed	一張囚犯的床，造型怪異但還算舒適。
buildtoolbar_popup_obj_SpiderWeb	為你的牆面增加一點恐怖元素。
d11_reform_punishment_grade_tooltip	嚴厲的懲罰措施會讓囚犯遵守規矩，維持監獄內的秩序。
d11_reform_reform_grade_tooltip	參加並通過改造課程的囚犯，出獄後將獲得更多自我改造的機會。
d11_reform_work_exp_grade_tooltip	生活技能是改造的重要組成部分。讓囚犯在監獄內工作，即可提高平均工作經驗等級。
d11_reform_security_grade_tooltip	確保囚犯在監獄內不受傷害，即可提高整體安全等級。
d11_reform_health_grade_tooltip	保障囚犯的基本福利並治療成癮問題，即可提高監獄的平均健康等級。
d11_reform_reoffending_chance_tooltip_title	平均再犯罪率 %
d11_reform_reoffending_chance_tooltip	百分比越高，再次犯罪的可能性就越大。
score_tooltip_WorkExperience	現在，囚犯的工作經驗會登記在案，這有助於他們完成改造，成為模範公民，也有助於提升他們的監獄生活。例如，在獲得特定領域的經驗後，囚犯會比以前更有效地完成該領域的相關工作。在烹飪、工匠或顧客服務方面擁有 50% 經驗的囚犯不需要經過培訓即可從事任何相關的工作。囚犯在任何工作領域的經驗達到 50% 和 100% 時，也會獲得再犯罪率積分。
d11_work_credentials	工作證明
objective_NewRooms_child_9_Description	光臨囚犯所經營的房間顧客數量，以前一組顧客的滿意度為基礎。沒有獲得良好服務的顧客滿意度較低。低品質的餐食會獲得中等水準的滿意度，高品質的餐食則可獲得高滿意度。
objective_PrisonerGrantBonus_child_2_Description	根據囚犯的安全等級以及囚犯的再犯罪率是否低於 30%、20% 和 10%，玩家可獲得數額不等的每日獎金。針對輕刑犯的獎金分別為 10 美元、20 美元和 50 美元，中刑犯為 20 美元、30 美元和 50 美元，重刑犯為 30 美元、50 美元和 100 美元，超重刑犯為 40 美元、60 美元和 100 美元。
objective_PrisonerGrantBonus_child_2	獎金明細
objective_ScaredStraight_child_1_Description	該課程邀請已受到法律最後警告的平民進入監獄，直接從囚犯那裡瞭解監獄生活的實際情況。囚犯和平民在交流期間分成兩組。囚犯會輪流加入小組，分享他們誤入歧途的經歷和故事。\n\n一名警衛將監督小組交流是否順利和有序的進行。
objective_ReleasedPrisoners_child_2_Description	已被釋放的囚犯如果再犯罪並被送回監獄，可能會在外面染上更多惡習。\n\n囚犯回到監獄會獲得額外的聲譽或對現有聲譽進行升級，例如釋放時是「強」，回到監獄時是「極強」。「可以透過他們頭上的圖示找到這些囚犯，也可以透過被釋放的囚犯功能表通知中找到。
d11_reform_reformation	改造
objective_NewRooms_child_3_Description	勞役管理是獄中勞役後勤的一個子功能表。\n\n玩家可以利用該子功能表設定房間的工作時間、設定在該場所工作的囚犯安全級別、生產的品質和速度，以及部署在房間中的警衛數量。由於可能有大量的囚犯和平民在場，囚犯可能在某些情況下進入狂暴狀態。
objective_SentenceReductions_child_1_Description	囚犯的行為會直接影響其剩餘刑期的長短。\n\n行為標準、標準值和減刑參數都可以在刑期調整功能表中修改。透過遵守良好行為的標準，囚犯將會獲得減刑獎勵。\n\n不遵守既定標準並做出不當行為的囚犯可能會面臨延長刑期的處罰。輕微的不當行為可以逃脫懲罰，但嚴重的犯罪行為會導致囚犯刑期延長。
d11_shakedown_searched	已搜索 *A/*B 個地方
equipment_whisk	打蛋器
equipment_rollingpin	擀麵杖
action_fight	鬥毆
object_StaffDoorBlue	員工門（藍色）
object_StaffDoorRed	員工門（紅色）
object_SofaChairBrown	沙發（棕色）
object_WoodenWindowSmall	木窗（小）
object_WoodenWindowLarge	木窗（大）
object_StainGlassWindow	彩繪玻璃窗
object_SwivelChair	轉椅
object_ChairYellow	椅子（黃色）
object_FancyDesk	時尚辦公桌
buildtoolbar_popup_obj_StaffDoorBlue	一扇上鎖的門，包括警衛在內的所有員工都能打開。
buildtoolbar_popup_obj_StaffDoorRed	一扇上鎖的門，包括警衛在內的所有員工都能打開。
buildtoolbar_popup_obj_StaffDoorOrange	一扇上鎖的門，包括警衛在內的所有員工都能打開。
buildtoolbar_popup_obj_SofaChairBrown	一個柔軟的沙發，坐在上面很舒服。
buildtoolbar_popup_obj_WoodenWindowSmall	偶爾可以瞥見一縷陽光。窗戶朝外可提高牢房舒適度。
buildtoolbar_popup_obj_WoodenWindowLarge	偶爾可以瞥見一縷陽光。窗戶朝外可提高牢房舒適度。
buildtoolbar_popup_obj_StainGlassWindow	讓外觀看起來比實際狀態好。窗戶朝外可提高牢房舒適度。滿足「自由」的需求。
buildtoolbar_popup_obj_SwivelChair	一張椅子，可擺放在辦公桌的中央供員工就座。
buildtoolbar_popup_obj_ChairYellow	跟桌子是絕配，可提高牢房舒適度。
