
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nouvelle
objective_grant_nutritionresearch_poor	Servir un seul repas de faible quantité et de faible variété par jour, pendant 2 jours
objective_grant_nutritionresearch_good	Servir trois repas de grande quantité et d'importante variété par jour, pendant 2 jours

objective_grant_drugsearch	Répression sur les drogues
objective_grant_drugsearch_description	La circulation de drogue en milieu carcéral inquiète de plus en plus les autorités. Adoptez une attitude proactive et montrez-leur que vous vous attaquez au problème.
objective_grant_drugsearch_find	Trouver 10 stupéfiants illégaux

objective_grant_contrabandsupply	Nettoyage d'outils
objective_grant_contrabandsupply_description	À la suite de plusieurs incidents dans d'autres prisons, des chercheurs réalisent des études sur la distribution réelle des outils et des armes en prison. Votre rôle consiste à essayer de les retirer des mains de votre population carcérale.
objective_grant_contrabandsupply_tools	Retirer les réserves d'outils volés
objective_grant_contrabandsupply_weapons	Retirer les réserves d'armes volées

grant_category_completed	Obtenue :
grant_category_unlocked	Déverrouillée :
grant_category_cash	Argent :
grant_category_cashflow	Flux de trésorerie :
grant_category_debt	Dette :
grant_category_prisoners	Prisonniers :

grant_property_atleast	Au moins *X
grant_property_atmost	Pas plus de *X


# =============================================================================
# Materials
# =============================================================================


object_none	Aucun
object_box	Caisse
object_stack	Pile
object_bed	Lit
object_bunkbed	Lit superposé
object_crib	Berceau
object_toilet	Toilettes
object_table	Table
object_chair	Chaise
object_bench	Banc
object_electricchair	Chaise électrique
object_jaildoor	Porte de prison
object_jaildoorlarge	Gd. porte de prison
object_door	Porte
object_solitarydoor	Porte d'isolement
object_staffdoor	Porte du personnel
object_remotedoor	Porte à distance
object_roadgate	Portail routier
object_jailbars	Barreaux de prison
object_window	Fenêtre
object_windowlarge	Grande fenêtre
object_tree	Arbre
object_light	Lumière
object_cooker	Cuisinière
object_fridge	Frigo
object_bin	Poubelle
object_sink	Évier
object_servingtable	Table de service
object_showerhead	Pomme de douche
object_brick	Brique
object_concrete	Béton
object_steel	Acier
object_ingredients	Ingrédients
object_ingredientscooking	Ingrédients (cuisson)
object_ingredientscooked	Ingrédients (cuits)
object_ingredientsspoiled	Ingrédients (avariés)
object_meal	Repas
object_foodtray	Plateau de nourriture
object_foodtraydirty	Plateau de nourriture (sale)
object_grassturf	Gazon
object_prisoneruniform	Tenue de prisonnier
object_dirtyprisoneruniform	Tenue de prisonnier (sale)
object_crumpledprisoneruniform	Tenue de prisonnier (froissée)
object_bleach	Eau de javel
object_sheetmetal	Tôle
object_licenseplateblank	Plaques d'immatriculation (vierges)
object_licenseplate	Plaques d'immatriculation
object_log	Rondin
object_wood	Bois
object_workman	Ouvrier
object_truckdriver	Chauffeur de camion
object_guard	Gardien
object_riotguard	Gardien antiémeute
object_armedguard	Gardien armé
object_prisoner	Prisonnier
object_doctor	Médecin
object_paramedic	Urgentiste
object_cook	Cuisinier
object_gardener	Jardinier
object_janitor	Concierge
object_fireman	Pompier
object_avatar	Avatar
object_actor	Acteur
object_visitor	Visiteur
object_executionwitness	Témoin de l'exécution
object_doghandler	Maître-chien
object_dog	Chien de garde
object_dogcrate	Caisse de chien
object_teacher	Formateur
object_soldier	Soldat
object_sniper	Sniper
object_warden	Directeur
object_chief	Chef
object_foreman	Contremaître
object_psychologist	Psychologue
object_accountant	Comptable
object_lawyer	Avocat
object_supplytruck	Camion de livraison
object_prisonerbus	Bus de prisonniers
object_fireengine	Camion de pompiers
object_riotvan	Fourgon antiémeute
object_ambulance	Ambulance
object_hearse	Corbillard
object_trooptruck	Transport de troupes
object_fire	Incendie
object_garbage	Ordures
object_rubble	Gravats
object_bookshelf	Étagère à livres
object_officedesk	Bureau
object_filingcabinet	Classeur
object_medicalbed	Lit médicalisé
object_morgueslab	Table de dissection
object_equipment	Équipement
object_prop	Pilier
object_dummy	Mannequin
object_powerstation	Poste électrique
object_capacitor	Condensateur
object_electricalcable	Câble électrique
object_powerswitch	Interrupteur
object_logiccircuit	Circuit logique
object_logicbridge	Pont logique
object_waterpumpstation	Station de pompage
object_pipevalve	Valve
object_pipelarge	Grand tuyau
object_pipesmall	Petit tuyau
object_drain	Grille d'écoulement
object_metaldetector	Détecteur de métaux
object_weightsbench	Banc de musculation
object_phonebooth	Cabine téléphonique
object_tv	Télévision
object_largetv	Grande télévision
object_pooltable	Table de billard
object_polaroid	Polaroïd
object_cctv	Caméra
object_cctvmonitor	Moniteur
object_laundrymachine	Lave-linge
object_laundrybasket	Panier à linge
object_ironingboard	Planche à repasser
object_visitortable	Table de parloir
object_visitortablesecure	Cabine réservée aux visiteurs
object_workshopsaw	Scie d'atelier
object_workshoppress	Presse d'atelier
object_carpentertable	Établi de menuisier
object_boombox	Radiocassette
object_guardlocker	Casier de gardien
object_sofachairsingle	Fauteuil
object_sofachairdouble	Canapé
object_drinkmachine	Distributeur de boissons
object_arcadecabinet	Borne d'arcade
object_radio	Radio
object_radiator	Radiateur
object_bookshelflarge	Grande étagère à livres
object_weaponrack	Râtelier d'armes
object_treestump	Souche
object_schooldesk	Pupitre
object_superiorbed	Excellent lit
object_doorcontrolsystem	Système de contrôle des portes
object_phonemonitor	Écoute téléphonique
object_servo	Servomoteur
object_doortimer	Minuterie de porte
object_pressurepad	Plaque de pression
object_statuslight	Voyant d'état
object_wire	Connecter
object_dismantleobject	Démonter objet
object_dismantleutility	Démonter tuyau/câble
object_sellobject	Vendre objet
object_canceljobs	Annuler les tâches
object_showallwires	Afficher les fils
object_tidywires	Arranger les fils
object_cutscenepolaroid	Polaroïd de scène narrative
object_cutscenecamera	Appareil photo de scène narrative
object_cutscenecue	Déclencheur de scène narrative
object_cutscenecaption	Légende de la scène
object_foodwaste	Déchets alimentaires
object_altar	Autel
object_pews	Bancs d'église
object_prayermat	Tapis de prière
object_paroleofficer	Agent de conditionnelle
object_parolelawyer	Avocat de conditionnelle
object_spiritualleader	Chef spirituel
object_librarybookshelf	Étagère de bibliothèque
object_librarybookunsorted	Livre de bibliothèque (non classé)
object_librarybooksorted	Livre de bibliothèque (classé)
object_sortingtable	Bureau de classement
object_ruinedbook	Livre abîmé
object_foodbowl	Nourriture
object_appealslawyer	Avocat d'appel
object_appealsmagistrate	Juge d'appel
object_mailsatchel	Sacoche de courrier
object_mailunsorted	Courrier non trié
object_mailsorted	Courrier trié
object_prisonermail	Courrier
object_prisonermailopened	Courrier (ouvert)
object_shopfront	Façade de magasin
object_shopgoods	Articles de magasin
object_shopshelf	Étagère de magasin
object_playmat	Tapis de jeu
object_guardtower	Tour de garde
object_waterboiler	Chaudière
object_pipehotwater	Tuyau d'eau chaude
object_stafffood	Repas du personnel
object_stafffoodboxed	Repas du personnel
object_newspaper	Journal
object_strikefire	Feu de manifestation


material_none	Aucun
material_building	Construction (briques)
material_buildingconcrete	Construction (béton)
material_demolish	Démolir
material_clearindoorarea	Dégager intérieur
material_demolishwalls	Démolir murs
material_removetunnels	Retirer tunnels
material_canceljobs	Annuler les tâches
material_dirt	Terre
material_sand	Sable
material_pavingstone	Dalle de pierre
material_grass	Gazon
material_gravel	Gravier
material_road	Route
material_roadmarkings	Marquages routiers
material_roadmarkingsleft	Marquages routiers (gauche)
material_roadmarkingsright	Marquages routiers (droite)
material_stone	Pierre
material_fence	Clôture
material_concretetiles	Dalles en béton
material_concretefloor	Sol en béton
material_woodenfloor	Parquet
material_ceramicfloor	Sol en céramique
material_mosaicfloor	Sol en mosaïque
material_metalfloor	Sol métallique
material_marbletiles	Carrelage en marbre
material_whitetiles	Carrelage blanc
material_fancytiles	Carrelage fantaisie
material_concretewall	Mur en béton
material_brickwall	Mur en briques
material_perimeterwall	Mur d'enceinte
material_burntfloor	Sol brûlé
material_burntwall	Mur brûlé
material_buildingframe	Structure de construction
material_roof	Toit
material_water	Eau

room_none	Aucun
room_cell	Cellule
room_holdingcell	Cellule d'attente
room_solitary	Isolement
room_superiorcell	Cellule supérieure
room_dormitory	Dortoir
room_familycell	Cellule familiale
room_sharedcell	Cellule partagée
room_canteen	Cantine
room_canteen_staff	Cantine du personnel
room_kitchen	Cuisine
room_shower	Douches
room_yard	Cour
room_storage	Entrepôt
room_deliveries	Livraisons
room_garbage	Déchèterie
room_execution	Chambre d'exécution
room_workshop	Atelier
room_security	Sécurité
room_office	Bureau
room_medicalward	Infirmerie
room_morgue	Morgue
room_commonroom	Salle commune
room_laundry	Buanderie
room_visitation	Parloir
room_cleaningcupboard	Salle de nettoyage
room_kennel	Chenil
room_armoury	Armurerie
room_staffroom	Salle du personnel
room_library	Bibliothèque
room_forestry	Foresterie
room_classroom	Salle de classe
room_exports	Exportations
room_chapel	Chapelle
room_intake	Admissions
room_clearrooms	Pièces vides
room_paroleroom	Salle de conditionnelle
room_mailroom	Salle du courrier
room_shop	Magasin
room_nursery	Crèche

equipment_none	Aucun
equipment_fists	Poings
equipment_baton	Matraque
equipment_club	Bâton
equipment_shank	Barre
equipment_knife	Couteau
equipment_fork	Fourchette
equipment_gun	Pistolet
equipment_spoon	Cuillère
equipment_needle	Seringue
equipment_booze	Alcool
equipment_poison	Poison
equipment_cigs	Cigarettes
equipment_saw	Scie
equipment_jailkeys	Clefs de prison
equipment_mobilephone	Téléphone portable
equipment_lighter	Briquet
equipment_screwdriver	Tournevis
equipment_drugs	Drogues
equipment_sheers	Cisailles
equipment_mop	Balai
equipment_rake	Râteau
equipment_hose	Tuyau
equipment_spatula	Spatule
equipment_woodenspoon	Cuillère en bois
equipment_cleaningbrush	Brosse de nettoyage
equipment_hammer	Marteau
equipment_clipboard	Presse-papier
equipment_drill	Perceuse
equipment_pianowire	Corde de piano
equipment_scissors	Ciseaux
equipment_medicine	Médicament
equipment_shotgun	Fusil à pompe
equipment_moneybag	Sac d'argent
equipment_tazer	Taser
equipment_guarduniform	Uniforme de gardien
equipment_stabvest	Gilet pare-couteaux
equipment_rifle	Fusil
equipment_dogleash	Laisse
equipment_assaultrifle	Fusil d'assaut
equipment_woodenpickaxe	Pioche en bois
equipment_cbradio	Radio CB
equipment_axe	Hache
equipment_spade	Pelle
equipment_book	Livre
equipment_megaphone	Mégaphone
